chrom:genomepos	wtdmso	mtdmso
chr5:82277781-mod	2	1
chr5:82277781-unmod	732	739
chr5:82277800-mod	16	13
chr5:82277800-unmod	576	582
chr5:82277838-mod	11	7
chr5:82277838-unmod	707	711
chr5:86617965-mod	4	4
chr5:86617965-unmod	201	212
chr5:86619447-mod	4	6
chr5:86619447-unmod	182	210
chr5:86620712-mod	1	2
chr5:86620712-unmod	214	227
chr5:86620718-mod	68	56
chr5:86620718-unmod	141	159
chr5:86620752-mod	4	2
chr5:86620752-unmod	122	147
chr6:10723217-mod	3	1
chr6:10723217-unmod	23	28
chr6:10724598-mod	3	4
chr6:10724598-unmod	14	21
chr6:10724620-mod	7	3
chr6:10724620-unmod	22	28
chr6:10730767-mod	4	2
chr6:10730767-unmod	26	33
chr6:10730795-mod	1	1
chr6:10730795-unmod	29	32
chr6:10731002-mod	1	3
chr6:10731002-unmod	28	29
chr6:10731068-mod	1	2
chr6:10731068-unmod	27	36
chr6:10731072-mod	5	12
chr6:10731072-unmod	25	29
chr6:108211859-mod	1	2
chr6:108211859-unmod	41	44
chr6:108211994-mod	3	6
chr6:108211994-unmod	29	34
chr6:108212120-mod	4	2
chr6:108212120-unmod	26	24
chr6:108214545-mod	1	2
chr6:108214545-unmod	32	26
chr6:108222989-mod	3	3
chr6:108222989-unmod	37	31
chr6:108260871-mod	5	3
chr6:108260871-unmod	28	21
chr6:132815026-mod	2	6
chr6:132815026-unmod	177	363
chr6:132815084-mod	1	3
chr6:132815084-unmod	173	343
chr6:132816541-mod	22	44
chr6:132816541-unmod	190	355
chr6:132816966-mod	2	2
chr6:132816966-unmod	207	389
chr6:132816976-mod	5	4
chr6:132816976-unmod	212	404
chr6:132817008-mod	4	6
chr6:132817008-unmod	176	340
chr6:132817480-mod	15	30
chr6:132817480-unmod	201	389
chr6:138090991-mod	1	3
chr6:138090991-unmod	103	91
chr6:138091132-mod	4	8
chr6:138091132-unmod	100	95
chr6:138091224-mod	4	6
chr6:138091224-unmod	79	72
chr6:138091244-mod	11	9
chr6:138091244-unmod	48	49
chr6:138091271-mod	4	1
chr6:138091271-unmod	78	75
chr6:138091455-mod	1	1
chr6:138091455-unmod	69	73
chr6:138091555-mod	15	23
chr6:138091555-unmod	48	46
chr6:138091607-mod	1	3
chr6:138091607-unmod	64	64
chr6:138091663-mod	4	8
chr6:138091663-unmod	40	50
chr6:138091960-mod	3	7
chr6:138091960-unmod	60	69
chr6:138091983-mod	7	11
chr6:138091983-unmod	52	62
chr6:138091998-mod	25	32
chr6:138091998-unmod	26	26
chr6:138092041-mod	3	2
chr6:138092041-unmod	58	74
chr6:138092087-mod	1	2
chr6:138092087-unmod	57	74
chr6:138092174-mod	8	10
chr6:138092174-unmod	53	69
chr6:138092217-mod	1	5
chr6:138092217-unmod	55	73
chr6:138096405-mod	2	3
chr6:138096405-unmod	52	62
chr6:138406073-mod	5	3
chr6:138406073-unmod	7	7
chr6:138413056-mod	10	6
chr6:138413056-unmod	4	4
chr6:146544052-mod	1	4
chr6:146544052-unmod	9	9
chr6:146544112-mod	1	1
chr6:146544112-unmod	9	12
chr6:146549661-mod	1	1
chr6:146549661-unmod	9	11
chr6:146554569-mod	2	1
chr6:146554569-unmod	21	11
chr6:146554753-mod	10	5
chr6:146554753-unmod	12	7
chr6:146554788-mod	1	1
chr6:146554788-unmod	23	12
chr6:149793603-mod	1	1
chr6:149793603-unmod	22	12
chr6:159779704-mod	1	5
chr6:159779704-unmod	14	12
chr6:159779910-mod	1	2
chr6:159779910-unmod	15	10
chr6:170535164-mod	15	14
chr6:170535164-unmod	21	19
chr6:170535223-mod	10	13
chr6:170535223-unmod	28	18
chr6:170535242-mod	5	4
chr6:170535242-unmod	34	32
chr6:170535266-mod	1	1
chr6:170535266-unmod	37	33
chr6:170535391-mod	4	1
chr6:170535391-unmod	35	34
chr6:170543699-mod	1	1
chr6:170543699-unmod	29	27
chr6:170546142-mod	4	2
chr6:170546142-unmod	29	26
chr6:170553188-mod	3	3
chr6:170553188-unmod	31	30
chr6:170553201-mod	1	6
chr6:170553201-unmod	34	28
chr6:2833597-mod	9	10
chr6:2833597-unmod	4	6
chr6:2833916-mod	1	4
chr6:2833916-unmod	12	15
chr6:2833972-mod	4	5
chr6:2833972-unmod	7	8
chr6:29942610-mod	1	1
chr6:29942610-unmod	20	20
chr6:29942992-mod	7	5
chr6:29942992-unmod	28	23
chr6:29943381-mod	6	3
chr6:29943381-unmod	32	21
chr6:29944121-mod	1	3
chr6:29944121-unmod	38	26
chr6:29944141-mod	3	2
chr6:29944141-unmod	46	29
chr6:29944160-mod	2	1
chr6:29944160-unmod	46	32
chr6:29944219-mod	7	4
chr6:29944219-unmod	47	33
chr6:29944241-mod	5	3
chr6:29944241-unmod	52	32
chr6:29944253-mod	10	4
chr6:29944253-unmod	46	32
chr6:29944291-mod	6	2
chr6:29944291-unmod	48	31
chr6:29945239-mod	7	3
chr6:29945239-unmod	60	36
chr6:29945474-mod	24	14
chr6:29945474-unmod	47	23
chr6:29945512-mod	10	6
chr6:29945512-unmod	66	36
chr6:29945527-mod	12	9
chr6:29945527-unmod	62	34
chr6:29945595-mod	2	1
chr6:29945595-unmod	75	43
chr6:29945621-mod	1	1
chr6:29945621-unmod	63	37
chr6:29945638-mod	4	4
chr6:29945638-unmod	59	28
chr6:29945733-mod	14	8
chr6:29945733-unmod	57	33
chr6:29945760-mod	8	7
chr6:29945760-unmod	57	31
chr6:30491234-mod	1	1
chr6:30491234-unmod	9	10
chr6:30492846-mod	3	1
chr6:30492846-unmod	11	9
chr6:30493006-mod	1	2
chr6:30493006-unmod	11	8
chr6:30722559-mod	2	6
chr6:30722559-unmod	13	42
chr6:30722957-mod	1	4
chr6:30722957-unmod	16	45
chr6:30722971-mod	2	2
chr6:30722971-unmod	12	32
chr6:30723444-mod	1	12
chr6:30723444-unmod	20	44
chr6:30723467-mod	1	2
chr6:30723467-unmod	18	41
chr6:30723591-mod	2	2
chr6:30723591-unmod	30	48
chr6:30723738-mod	7	14
chr6:30723738-unmod	30	41
chr6:30723925-mod	12	18
chr6:30723925-unmod	28	34
chr6:30723954-mod	3	6
chr6:30723954-unmod	38	55
chr6:30723972-mod	2	2
chr6:30723972-unmod	46	61
chr6:30724071-mod	2	2
chr6:30724071-unmod	43	57
chr6:30724125-mod	7	8
chr6:30724125-unmod	41	49
chr6:30724631-mod	2	2
chr6:30724631-unmod	18	17
chr6:30725170-mod	14	5
chr6:30725170-unmod	30	24
chr6:30725179-mod	5	4
chr6:30725179-unmod	45	26
chr6:30725239-mod	2	4
chr6:30725239-unmod	50	26
chr6:30725350-mod	15	8
chr6:30725350-unmod	31	20
chr6:30743226-mod	23	14
chr6:30743226-unmod	20	8
chr6:30743358-mod	7	1
chr6:30743358-unmod	41	24
chr6:30743368-mod	5	1
chr6:30743368-unmod	44	25
chr6:30743412-mod	14	6
chr6:30743412-unmod	36	22
chr6:30743478-mod	3	4
chr6:30743478-unmod	47	24
chr6:30743510-mod	12	11
chr6:30743510-unmod	37	17
chr6:30743519-mod	10	8
chr6:30743519-unmod	33	21
chr6:30743534-mod	24	12
chr6:30743534-unmod	22	11
chr6:30743606-mod	1	1
chr6:30743606-unmod	46	28
chr6:30743764-mod	5	2
chr6:30743764-unmod	39	24
chr6:30743780-mod	6	6
chr6:30743780-unmod	35	17
chr6:30743818-mod	11	6
chr6:30743818-unmod	31	19
chr6:30743825-mod	18	13
chr6:30743825-unmod	23	13
chr6:30743843-mod	10	9
chr6:30743843-unmod	8	2
chr6:30743897-mod	1	1
chr6:30743897-unmod	44	26
chr6:30743929-mod	21	14
chr6:30743929-unmod	24	11
chr6:30743935-mod	8	2
chr6:30743935-unmod	41	25
chr6:30743975-mod	3	3
chr6:30743975-unmod	26	21
chr6:30743987-mod	7	4
chr6:30743987-unmod	38	19
chr6:30744003-mod	7	4
chr6:30744003-unmod	39	23
chr6:30744164-mod	25	8
chr6:30744164-unmod	22	20
chr6:30744440-mod	4	1
chr6:30744440-unmod	19	20
chr6:30744484-mod	1	1
chr6:30744484-unmod	26	23
chr6:30897422-mod	3	2
chr6:30897422-unmod	10	10
chr6:30897485-mod	1	1
chr6:30897485-unmod	13	12
chr6:30898167-mod	1	2
chr6:30898167-unmod	14	13
chr6:30898224-mod	1	1
chr6:30898224-unmod	15	14
chr6:30899348-mod	6	1
chr6:30899348-unmod	21	20
chr6:30899364-mod	11	6
chr6:30899364-unmod	16	12
chr6:30899426-mod	6	5
chr6:30899426-unmod	22	16
chr6:30899481-mod	1	3
chr6:30899481-unmod	12	9
chr6:30899616-mod	3	1
chr6:30899616-unmod	21	19
chr6:30899656-mod	4	3
chr6:30899656-unmod	27	20
chr6:30899718-mod	3	3
chr6:30899718-unmod	27	16
chr6:30899751-mod	5	3
chr6:30899751-unmod	30	30
chr6:30899834-mod	3	3
chr6:30899834-unmod	28	27
chr6:30899907-mod	16	6
chr6:30899907-unmod	18	15
chr6:30899992-mod	1	3
chr6:30899992-unmod	25	25
chr6:31268758-mod	3	2
chr6:31268758-unmod	25	13
chr6:31268862-mod	9	8
chr6:31268862-unmod	69	50
chr6:31268984-mod	4	5
chr6:31268984-unmod	70	31
chr6:31269002-mod	8	3
chr6:31269002-unmod	75	54
chr6:31269027-mod	4	4
chr6:31269027-unmod	80	55
chr6:31269112-mod	3	5
chr6:31269112-unmod	70	48
chr6:31269149-mod	5	5
chr6:31269149-unmod	77	50
chr6:31269166-mod	1	2
chr6:31269166-unmod	60	41
chr6:31270314-mod	11	3
chr6:31270314-unmod	48	39
chr6:31270352-mod	5	6
chr6:31270352-unmod	59	24
chr6:31270386-mod	4	1
chr6:31270386-unmod	56	30
chr6:31270464-mod	3	5
chr6:31270464-unmod	50	30
chr6:31270483-mod	7	2
chr6:31270483-unmod	44	22
chr6:31271209-mod	2	1
chr6:31271209-unmod	43	23
chr6:31271219-mod	4	1
chr6:31271219-unmod	38	19
chr6:31271233-mod	5	4
chr6:31271233-unmod	39	18
chr6:31271630-mod	2	3
chr6:31271630-unmod	42	20
chr6:31271648-mod	1	1
chr6:31271648-unmod	38	22
chr6:31354106-mod	4	3
chr6:31354106-unmod	57	10
chr6:31354124-mod	5	2
chr6:31354124-unmod	51	11
chr6:31354149-mod	5	1
chr6:31354149-unmod	56	11
chr6:31354234-mod	6	1
chr6:31354234-unmod	54	11
chr6:31354271-mod	15	3
chr6:31354271-unmod	35	7
chr6:31635985-mod	3	2
chr6:31635985-unmod	8	14
chr6:31636026-mod	3	4
chr6:31636026-unmod	7	8
chr6:31637055-mod	5	3
chr6:31637055-unmod	19	14
chr6:31637082-mod	1	3
chr6:31637082-unmod	24	17
chr6:31637103-mod	2	1
chr6:31637103-unmod	23	14
chr6:31637119-mod	1	4
chr6:31637119-unmod	26	12
chr6:31639097-mod	3	3
chr6:31639097-unmod	9	13
chr6:31639539-mod	1	1
chr6:31639539-unmod	10	15
chr6:31640408-mod	1	3
chr6:31640408-unmod	25	16
chr6:31640435-mod	4	7
chr6:31640435-unmod	10	11
chr6:31640500-mod	4	1
chr6:31640500-unmod	20	26
chr6:31667889-mod	1	1
chr6:31667889-unmod	47	48
chr6:31667908-mod	4	4
chr6:31667908-unmod	49	43
chr6:31668545-mod	6	5
chr6:31668545-unmod	50	46
chr6:31668571-mod	2	2
chr6:31668571-unmod	54	49
chr6:31669151-mod	2	1
chr6:31669151-unmod	48	33
chr6:31669327-mod	3	2
chr6:31669327-unmod	49	44
chr6:31669484-mod	3	1
chr6:31669484-unmod	53	50
chr6:31669956-mod	3	6
chr6:31669956-unmod	52	47
chr6:31669989-mod	5	6
chr6:31669989-unmod	44	42
chr6:31730632-mod	8	7
chr6:31730632-unmod	74	85
chr6:31730763-mod	31	24
chr6:31730763-unmod	30	32
chr6:31730828-mod	34	34
chr6:31730828-unmod	43	50
chr6:31732250-mod	8	14
chr6:31732250-unmod	69	70
chr6:31732384-mod	12	20
chr6:31732384-unmod	73	77
chr6:31733621-mod	2	2
chr6:31733621-unmod	75	81
chr6:31733648-mod	4	8
chr6:31733648-unmod	71	83
chr6:31733956-mod	1	1
chr6:31733956-unmod	55	60
chr6:31734162-mod	1	3
chr6:31734162-unmod	59	73
chr6:31734234-mod	22	19
chr6:31734234-unmod	47	69
chr6:31736288-mod	1	5
chr6:31736288-unmod	65	79
chr6:31736370-mod	1	3
chr6:31736370-unmod	58	72
chr6:31736409-mod	5	5
chr6:31736409-unmod	45	61
chr6:31779426-mod	2	3
chr6:31779426-unmod	9	14
chr6:31797868-mod	3	4
chr6:31797868-unmod	8	8
chr6:31952356-mod	4	2
chr6:31952356-unmod	11	12
chr6:31952364-mod	1	2
chr6:31952364-unmod	13	10
chr6:31952388-mod	1	3
chr6:31952388-unmod	13	10
chr6:31953821-mod	3	2
chr6:31953821-unmod	11	12
chr6:31954712-mod	5	3
chr6:31954712-unmod	6	10
chr6:33275839-mod	1	6
chr6:33275839-unmod	464	498
chr6:33275845-mod	23	17
chr6:33275845-unmod	457	507
chr6:33275867-mod	80	93
chr6:33275867-unmod	421	444
chr6:33276016-mod	11	6
chr6:33276016-unmod	430	465
chr6:33276028-mod	111	139
chr6:33276028-unmod	332	338
chr6:33276032-mod	2	2
chr6:33276032-unmod	471	515
chr6:33276194-mod	17	17
chr6:33276194-unmod	468	501
chr6:33276212-mod	5	1
chr6:33276212-unmod	464	486
chr6:33276418-mod	4	4
chr6:33276418-unmod	304	333
chr6:33416580-mod	7	3
chr6:33416580-unmod	24	15
chr6:33416594-mod	4	3
chr6:33416594-unmod	19	25
chr6:33416719-mod	6	6
chr6:33416719-unmod	28	26
chr6:33416727-mod	2	3
chr6:33416727-unmod	28	24
chr6:33417610-mod	1	1
chr6:33417610-unmod	32	28
chr6:33695763-mod	3	2
chr6:33695763-unmod	7	8
chr6:33695824-mod	1	1
chr6:33695824-unmod	10	9
chr6:33695840-mod	1	2
chr6:33695840-unmod	9	8
chr6:33695988-mod	4	4
chr6:33695988-unmod	7	7
chr6:33696006-mod	9	8
chr6:33696006-unmod	2	2
chr6:33696053-mod	2	2
chr6:33696053-unmod	8	11
chr6:33696075-mod	2	1
chr6:33696075-unmod	10	11
chr6:33696079-mod	1	2
chr6:33696079-unmod	9	8
chr6:33696355-mod	4	1
chr6:33696355-unmod	10	14
chr6:33696384-mod	2	3
chr6:33696384-unmod	9	8
chr6:33696521-mod	5	2
chr6:33696521-unmod	6	11
chr6:34236916-mod	2	2
chr6:34236916-unmod	19	38
chr6:34240894-mod	3	9
chr6:34240894-unmod	91	176
chr6:34242743-mod	1	1
chr6:34242743-unmod	127	241
chr6:34242789-mod	2	4
chr6:34242789-unmod	146	270
chr6:34243505-mod	3	4
chr6:34243505-unmod	134	253
chr6:34243514-mod	17	28
chr6:34243514-unmod	74	148
chr6:34244883-mod	7	15
chr6:34244883-unmod	135	271
chr6:34244932-mod	35	55
chr6:34244932-unmod	98	182
chr6:34244937-mod	9	21
chr6:34244937-unmod	90	164
chr6:34245157-mod	2	5
chr6:34245157-unmod	117	201
chr6:34245223-mod	2	2
chr6:34245223-unmod	155	259
chr6:34245433-mod	6	16
chr6:34245433-unmod	182	315
chr6:34245504-mod	29	39
chr6:34245504-unmod	110	186
chr6:34245842-mod	2	5
chr6:34245842-unmod	203	330
chr6:34245853-mod	37	56
chr6:34245853-unmod	166	262
chr6:34246017-mod	9	12
chr6:34246017-unmod	255	417
chr6:34417474-mod	5	12
chr6:34417474-unmod	239	366
chr6:34421781-mod	12	13
chr6:34421781-unmod	358	521
chr6:34424795-mod	4	1
chr6:34424795-unmod	352	512
chr6:34424810-mod	18	27
chr6:34424810-unmod	335	493
chr6:34425182-mod	37	68
chr6:34425182-unmod	287	426
chr6:34425201-mod	40	54
chr6:34425201-unmod	276	427
chr6:34426047-mod	16	21
chr6:34426047-unmod	186	282
chr6:35468854-mod	10	7
chr6:35468854-unmod	276	292
chr6:35468984-mod	22	21
chr6:35468984-unmod	270	284
chr6:35469002-mod	6	6
chr6:35469002-unmod	277	285
chr6:35469427-mod	5	9
chr6:35469427-unmod	288	287
chr6:35469475-mod	12	3
chr6:35469475-unmod	262	284
chr6:35469494-mod	12	5
chr6:35469494-unmod	302	321
chr6:35469512-mod	51	60
chr6:35469512-unmod	231	242
chr6:35470295-mod	10	5
chr6:35470295-unmod	300	312
chr6:35470618-mod	1	1
chr6:35470618-unmod	301	301
chr6:35470685-mod	15	14
chr6:35470685-unmod	295	296
chr6:36684109-mod	5	5
chr6:36684109-unmod	21	42
chr6:36684132-mod	1	3
chr6:36684132-unmod	24	44
chr6:36684177-mod	3	3
chr6:36684177-unmod	15	38
chr6:36684249-mod	6	7
chr6:36684249-unmod	24	39
chr6:36684285-mod	3	3
chr6:36684285-unmod	25	45
chr6:36684413-mod	5	5
chr6:36684413-unmod	40	42
chr6:36684435-mod	11	16
chr6:36684435-unmod	28	29
chr6:36684499-mod	3	3
chr6:36684499-unmod	43	48
chr6:36684507-mod	3	5
chr6:36684507-unmod	48	46
chr6:36684533-mod	6	6
chr6:36684533-unmod	38	37
chr6:36686223-mod	1	4
chr6:36686223-unmod	46	43
chr6:36686308-mod	1	2
chr6:36686308-unmod	62	64
chr6:36686349-mod	2	6
chr6:36686349-unmod	71	63
chr6:36686385-mod	5	7
chr6:36686385-unmod	65	64
chr6:36686459-mod	4	1
chr6:36686459-unmod	72	73
chr6:36686489-mod	4	2
chr6:36686489-unmod	55	45
chr6:36686699-mod	13	14
chr6:36686699-unmod	54	46
chr6:36686715-mod	6	9
chr6:36686715-unmod	70	66
chr6:36687125-mod	8	7
chr6:36687125-unmod	68	60
chr6:36687132-mod	9	7
chr6:36687132-unmod	79	69
chr6:36687165-mod	28	27
chr6:36687165-unmod	46	41
chr6:36687240-mod	4	4
chr6:36687240-unmod	85	67
chr6:36968177-mod	3	4
chr6:36968177-unmod	29	39
chr6:36968693-mod	3	3
chr6:36968693-unmod	30	36
chr6:36968848-mod	2	5
chr6:36968848-unmod	27	25
chr6:36970414-mod	2	4
chr6:36970414-unmod	26	29
chr6:36977690-mod	1	3
chr6:36977690-unmod	26	24
chr6:36978524-mod	1	1
chr6:36978524-unmod	26	25
chr6:36981638-mod	1	1
chr6:36981638-unmod	19	10
chr6:41787745-mod	2	1
chr6:41787745-unmod	23	17
chr6:41789233-mod	3	1
chr6:41789233-unmod	23	15
chr6:41789252-mod	2	2
chr6:41789252-unmod	8	15
chr6:41789588-mod	3	5
chr6:41789588-unmod	22	13
chr6:43160867-mod	2	1
chr6:43160867-unmod	18	9
chr6:43161074-mod	1	1
chr6:43161074-unmod	10	9
chr6:43161140-mod	2	1
chr6:43161140-unmod	22	9
chr6:44113790-mod	1	1
chr6:44113790-unmod	22	13
chr6:44113815-mod	16	9
chr6:44113815-unmod	6	3
chr6:44113852-mod	14	9
chr6:44113852-unmod	8	5
chr6:44113919-mod	2	1
chr6:44113919-unmod	20	11
chr6:44113931-mod	2	3
chr6:44113931-unmod	10	9
chr6:44113942-mod	1	1
chr6:44113942-unmod	19	10
chr6:44114043-mod	1	1
chr6:44114043-unmod	9	11
chr6:44114137-mod	3	1
chr6:44114137-unmod	19	10
chr6:44252220-mod	1	2
chr6:44252220-unmod	50	59
chr6:44253047-mod	1	5
chr6:44253047-unmod	47	53
chr6:44253089-mod	2	3
chr6:44253089-unmod	47	51
chr6:44253107-mod	2	4
chr6:44253107-unmod	17	24
chr6:44253150-mod	1	1
chr6:44253150-unmod	48	58
chr6:44253204-mod	8	5
chr6:44253204-unmod	43	50
chr6:44253270-mod	15	12
chr6:44253270-unmod	48	59
chr6:44253519-mod	3	4
chr6:44253519-unmod	75	78
chr6:73517539-mod	10	23
chr6:73517539-unmod	2835	2405
chr6:73517566-mod	192	179
chr6:73517566-unmod	2357	1965
chr6:73517574-mod	1	2
chr6:73517574-unmod	2892	2394
chr6:73517648-mod	135	128
chr6:73517648-unmod	2387	2004
chr6:73517679-mod	4	6
chr6:73517679-unmod	3114	2601
chr6:73517708-mod	1820	1598
chr6:73517708-unmod	1274	980
chr6:73517749-mod	1746	1539
chr6:73517749-unmod	1483	1186
chr6:73517873-mod	56	52
chr6:73517873-unmod	2720	2328
chr6:73517904-mod	79	56
chr6:73517904-unmod	2545	2202
chr6:73517908-mod	33	29
chr6:73517908-unmod	2602	2260
chr6:73518043-mod	23	15
chr6:73518043-unmod	2650	2273
chr6:73518250-mod	184	177
chr6:73518250-unmod	2407	2114
chr6:73518387-mod	39	35
chr6:73518387-unmod	2401	2123
chr6:73518399-mod	410	358
chr6:73518399-unmod	2100	1879
chr6:73518465-mod	148	151
chr6:73518465-unmod	1911	1666
chr6:73518563-mod	3	3
chr6:73518563-unmod	2358	2123
chr6:73518577-mod	27	27
chr6:73518577-unmod	2112	1895
chr6:73518741-mod	105	81
chr6:73518741-unmod	1805	1657
chr6:73518771-mod	257	220
chr6:73518771-unmod	1783	1648
chr6:73518793-mod	146	113
chr6:73518793-unmod	1992	1839
chr6:73518932-mod	5	3
chr6:73518932-unmod	1792	1632
chr6:73518956-mod	117	99
chr6:73518956-unmod	1758	1665
chr6:73519114-mod	4	5
chr6:73519114-unmod	1887	1770
chr6:73519155-mod	1	3
chr6:73519155-unmod	1614	1517
chr6:73519223-mod	228	224
chr6:73519223-unmod	1552	1477
chr6:73519344-mod	17	11
chr6:73519344-unmod	1703	1612
chr6:73519358-mod	34	31
chr6:73519358-unmod	1563	1503
chr6:73519370-mod	46	50
chr6:73519370-unmod	1755	1643
chr6:73519378-mod	283	278
chr6:73519378-unmod	1350	1263
chr6:73519398-mod	111	90
chr6:73519398-unmod	1650	1587
chr6:73519416-mod	6	6
chr6:73519416-unmod	1591	1525
chr6:73519474-mod	87	88
chr6:73519474-unmod	1554	1472
chr6:73519914-mod	145	114
chr6:73519914-unmod	1436	1388
chr6:73519984-mod	31	28
chr6:73519984-unmod	1428	1418
chr6:73520010-mod	92	90
chr6:73520010-unmod	1488	1470
chr6:73520044-mod	6	17
chr6:73520044-unmod	1456	1460
chr6:73521004-mod	279	319
chr6:73521004-unmod	975	965
chr6:75237815-mod	7	5
chr6:75237815-unmod	51	38
chr6:75237825-mod	3	3
chr6:75237825-unmod	76	80
chr6:75237877-mod	4	5
chr6:75237877-unmod	65	71
chr6:75237929-mod	8	8
chr6:75237929-unmod	77	78
chr6:75237985-mod	1	5
chr6:75237985-unmod	76	79
chr6:7882198-mod	1	2
chr6:7882198-unmod	28	19
chr6:7882267-mod	2	2
chr6:7882267-unmod	24	18
chr6:7882378-mod	10	6
chr6:7882378-unmod	16	15
chr6:7882493-mod	3	2
chr6:7882493-unmod	22	16
chr6:7882526-mod	1	2
chr6:7882526-unmod	13	14
chr6:7882816-mod	11	13
chr6:7882816-unmod	12	6
chr6:7882850-mod	4	3
chr6:7882850-unmod	19	13
chr6:7882887-mod	1	3
chr6:7882887-unmod	9	12
chr6:7883034-mod	2	4
chr6:7883034-unmod	9	13
chr6:7883149-mod	4	9
chr6:7883149-unmod	8	8
chr6:7883189-mod	3	7
chr6:7883189-unmod	9	11
chr6:7884448-mod	1	3
chr6:7884448-unmod	10	13
chr6:7889557-mod	3	5
chr6:7889557-unmod	9	7
chr6:7891647-mod	2	2
chr6:7891647-unmod	10	12
chr6:7895201-mod	1	3
chr6:7895201-unmod	10	11
chr6:7904627-mod	1	4
chr6:7904627-unmod	11	8
chr6:85494794-mod	4	7
chr6:85494794-unmod	6	7
chr6:85494805-mod	1	1
chr6:85494805-unmod	9	14
chr6:85494834-mod	3	4
chr6:85494834-unmod	7	11
chr6:85494842-mod	1	3
chr6:85494842-unmod	10	12
chr6:85495139-mod	1	2
chr6:85495139-unmod	11	14
chr6:85495290-mod	1	1
chr6:85495290-unmod	11	12
chr6:85495674-mod	1	1
chr6:85495674-unmod	26	16
chr6:85495729-mod	2	1
chr6:85495729-unmod	27	17
chr6:85677166-mod	7	5
chr6:85677166-unmod	32	38
chr6:85677817-mod	5	10
chr6:85677817-unmod	35	30
chr6:85677871-mod	6	8
chr6:85677871-unmod	33	33
chr6:85678010-mod	8	3
chr6:85678010-unmod	30	40
chr6:89083850-mod	6	9
chr6:89083850-unmod	8	5
chr6:89083867-mod	1	3
chr6:89083867-unmod	13	13
chr6:89083984-mod	2	6
chr6:89083984-unmod	11	10
chr6:89084022-mod	3	6
chr6:89084022-unmod	11	10
chr6:89084190-mod	3	5
chr6:89084190-unmod	9	8
chr6:89084246-mod	9	9
chr6:89084246-unmod	2	3
chr6:89084595-mod	2	7
chr6:89084595-unmod	9	8
chr6:89084694-mod	2	6
chr6:89084694-unmod	8	8
chr6_GL000250v2_alt:3167772-mod	7	4
chr6_GL000250v2_alt:3167772-unmod	18	6
chr6_GL000250v2_alt:3172206-mod	12	2
chr6_GL000250v2_alt:3172206-unmod	15	9
chr6_GL000251v2_alt:4687320-mod	1	2
chr6_GL000251v2_alt:4687320-unmod	192	168
chr6_GL000251v2_alt:4687326-mod	6	8
chr6_GL000251v2_alt:4687326-unmod	201	175
chr6_GL000251v2_alt:4687348-mod	42	33
chr6_GL000251v2_alt:4687348-unmod	165	155
chr6_GL000251v2_alt:4687497-mod	1	2
chr6_GL000251v2_alt:4687497-unmod	172	161
chr6_GL000251v2_alt:4687509-mod	44	47
chr6_GL000251v2_alt:4687509-unmod	143	121
chr6_GL000251v2_alt:4687675-mod	7	5
chr6_GL000251v2_alt:4687675-unmod	189	169
chr6_GL000251v2_alt:4687693-mod	1	1
chr6_GL000251v2_alt:4687693-unmod	183	166
chr6_GL000251v2_alt:4687899-mod	3	2
chr6_GL000251v2_alt:4687899-unmod	123	128
chr6_GL000252v2_alt:2526782-mod	4	4
chr6_GL000252v2_alt:2526782-unmod	32	26
chr6_GL000252v2_alt:2526800-mod	1	2
chr6_GL000252v2_alt:2526800-unmod	37	31
chr6_GL000252v2_alt:2526825-mod	1	4
chr6_GL000252v2_alt:2526825-unmod	36	28
chr6_GL000252v2_alt:2526910-mod	1	1
chr6_GL000252v2_alt:2526910-unmod	33	31
chr6_GL000252v2_alt:2526947-mod	9	4
chr6_GL000252v2_alt:2526947-unmod	26	28
chr6_GL000252v2_alt:2528108-mod	1	1
chr6_GL000252v2_alt:2528108-unmod	18	26
chr6_GL000252v2_alt:2528146-mod	4	4
chr6_GL000252v2_alt:2528146-unmod	25	22
chr6_GL000252v2_alt:2528158-mod	1	2
chr6_GL000252v2_alt:2528158-unmod	30	25
chr6_GL000252v2_alt:2528258-mod	3	2
chr6_GL000252v2_alt:2528258-unmod	24	15
chr6_GL000252v2_alt:4519353-mod	1	1
chr6_GL000252v2_alt:4519353-unmod	165	172
chr6_GL000252v2_alt:4519359-mod	6	11
chr6_GL000252v2_alt:4519359-unmod	159	171
chr6_GL000252v2_alt:4519381-mod	39	28
chr6_GL000252v2_alt:4519381-unmod	136	158
chr6_GL000252v2_alt:4519530-mod	3	2
chr6_GL000252v2_alt:4519530-unmod	155	165
chr6_GL000252v2_alt:4519542-mod	38	45
chr6_GL000252v2_alt:4519542-unmod	112	117
chr6_GL000252v2_alt:4519546-mod	1	1
chr6_GL000252v2_alt:4519546-unmod	158	181
chr6_GL000252v2_alt:4519708-mod	5	6
chr6_GL000252v2_alt:4519708-unmod	161	162
chr6_GL000252v2_alt:4519932-mod	1	3
chr6_GL000252v2_alt:4519932-unmod	108	122
chr6_GL000255v2_alt:4470265-mod	4	10
chr6_GL000255v2_alt:4470265-unmod	201	165
chr6_GL000255v2_alt:4470287-mod	49	31
chr6_GL000255v2_alt:4470287-unmod	161	160
chr6_GL000255v2_alt:4470436-mod	2	2
chr6_GL000255v2_alt:4470436-unmod	196	161
chr6_GL000255v2_alt:4470448-mod	51	51
chr6_GL000255v2_alt:4470448-unmod	134	125
