chrom:genomepos	wtdmso	wtcsc
chr6_GL000255v2_alt:3093219-unmod	20	17
chr6_GL000255v2_alt:3095427-mod	12	9
chr6_GL000255v2_alt:3095427-unmod	12	12
chr6_GL000255v2_alt:4470265-mod	4	17
chr6_GL000255v2_alt:4470265-unmod	201	218
chr6_GL000255v2_alt:4470287-mod	49	45
chr6_GL000255v2_alt:4470287-unmod	161	204
chr6_GL000255v2_alt:4470436-mod	2	5
chr6_GL000255v2_alt:4470436-unmod	196	214
chr6_GL000255v2_alt:4470448-mod	51	59
chr6_GL000255v2_alt:4470448-unmod	134	164
chr6_GL000255v2_alt:4470452-mod	1	2
chr6_GL000255v2_alt:4470452-unmod	201	234
chr6_GL000255v2_alt:4470614-mod	8	11
chr6_GL000255v2_alt:4470614-unmod	195	237
chr6_GL000255v2_alt:4470838-mod	4	2
chr6_GL000255v2_alt:4470838-unmod	133	185
chr7:1000473-mod	2	4
chr7:1000473-unmod	9	11
chr7:1000479-mod	2	3
chr7:1000479-unmod	15	17
chr7:1000530-mod	6	10
chr7:1000530-unmod	14	12
chr7:100089029-mod	6	3
chr7:100089029-unmod	23	15
chr7:100089318-mod	1	4
chr7:100089318-unmod	34	19
chr7:100089665-mod	9	8
chr7:100089665-unmod	28	12
chr7:100089713-mod	1	1
chr7:100089713-unmod	32	21
chr7:100090467-mod	1	1
chr7:100090467-unmod	31	20
chr7:100090631-mod	2	3
chr7:100090631-unmod	33	19
chr7:100090639-mod	4	3
chr7:100090639-unmod	30	18
chr7:100091061-mod	2	3
chr7:100091061-unmod	31	12
chr7:100091143-mod	9	10
chr7:100091143-unmod	31	15
chr7:100091244-mod	9	4
chr7:100091244-unmod	29	19
chr7:100091505-mod	1	2
chr7:100091505-unmod	36	21
chr7:100091712-mod	8	7
chr7:100091712-unmod	32	29
chr7:100091724-mod	6	11
chr7:100091724-unmod	35	26
chr7:100091813-mod	7	6
chr7:100091813-unmod	25	16
chr7:100095779-mod	1	1
chr7:100095779-unmod	9	12
chr7:100673868-mod	1	5
chr7:100673868-unmod	55	72
chr7:100676311-mod	2	14
chr7:100676311-unmod	72	74
chr7:100676556-mod	4	6
chr7:100676556-unmod	73	86
chr7:100676567-mod	2	2
chr7:100676567-unmod	61	86
chr7:100676708-mod	3	8
chr7:100676708-unmod	73	82
chr7:100676734-mod	6	1
chr7:100676734-unmod	67	85
chr7:100676743-mod	3	12
chr7:100676743-unmod	79	86
chr7:100676788-mod	6	6
chr7:100676788-unmod	64	84
chr7:100677395-mod	1	3
chr7:100677395-unmod	66	86
chr7:100677558-mod	21	37
chr7:100677558-unmod	63	71
chr7:100677582-mod	10	8
chr7:100677582-unmod	62	74
chr7:100677781-mod	2	4
chr7:100677781-unmod	76	96
chr7:100678108-mod	1	3
chr7:100678108-unmod	66	79
chr7:100678116-mod	1	1
chr7:100678116-unmod	88	111
chr7:100678497-mod	1	4
chr7:100678497-unmod	83	97
chr7:100678775-mod	14	37
chr7:100678775-unmod	86	87
chr7:100678796-mod	24	28
chr7:100678796-unmod	79	93
chr7:100679102-mod	14	13
chr7:100679102-unmod	87	121
chr7:1009961-mod	2	2
chr7:1009961-unmod	16	19
chr7:1009972-mod	6	7
chr7:1009972-unmod	10	9
chr7:101127210-mod	15	14
chr7:101127210-unmod	95	54
chr7:101127237-mod	13	11
chr7:101127237-unmod	86	43
chr7:101128502-mod	6	6
chr7:101128502-unmod	105	58
chr7:101128547-mod	9	6
chr7:101128547-unmod	95	58
chr7:101130591-mod	16	11
chr7:101130591-unmod	119	68
chr7:101130630-mod	13	8
chr7:101130630-unmod	112	72
chr7:101130641-mod	4	1
chr7:101130641-unmod	139	88
chr7:101131910-mod	8	6
chr7:101131910-unmod	121	75
chr7:101131918-mod	1	3
chr7:101131918-unmod	156	86
chr7:101133737-mod	34	22
chr7:101133737-unmod	149	86
chr7:101133754-mod	17	15
chr7:101133754-unmod	132	77
chr7:101133861-mod	15	9
chr7:101133861-unmod	181	98
chr7:101135506-mod	8	7
chr7:101135506-unmod	177	104
chr7:101135537-mod	2	5
chr7:101135537-unmod	215	118
chr7:101135548-mod	2	2
chr7:101135548-unmod	212	123
chr7:101135562-mod	5	2
chr7:101135562-unmod	199	118
chr7:101135576-mod	12	9
chr7:101135576-unmod	201	112
chr7:101137045-mod	6	4
chr7:101137045-unmod	206	122
chr7:101137049-mod	3	3
chr7:101137049-unmod	196	110
chr7:101137406-mod	13	14
chr7:101137406-unmod	220	115
chr7:101137435-mod	4	6
chr7:101137435-unmod	231	113
chr7:101137441-mod	4	4
chr7:101137441-unmod	241	136
chr7:101137469-mod	10	8
chr7:101137469-unmod	180	100
chr7:101137474-mod	7	5
chr7:101137474-unmod	235	128
chr7:101137530-mod	119	83
chr7:101137530-unmod	130	54
chr7:101137552-mod	38	25
chr7:101137552-unmod	202	112
chr7:101137598-mod	10	2
chr7:101137598-unmod	234	133
chr7:101137619-mod	52	26
chr7:101137619-unmod	179	100
chr7:101137632-mod	11	5
chr7:101137632-unmod	250	134
chr7:101137653-mod	1	2
chr7:101137653-unmod	251	136
chr7:101137720-mod	16	9
chr7:101137720-unmod	230	125
chr7:101137772-mod	1	1
chr7:101137772-unmod	229	129
chr7:101137806-mod	79	51
chr7:101137806-unmod	186	89
chr7:101137845-mod	28	15
chr7:101137845-unmod	231	127
chr7:101137911-mod	2	2
chr7:101137911-unmod	288	162
chr7:101137935-mod	2	1
chr7:101137935-unmod	276	157
chr7:101138100-mod	13	18
chr7:101138100-unmod	292	159
chr7:101138270-mod	49	48
chr7:101138270-unmod	247	128
chr7:101138297-mod	5	11
chr7:101138297-unmod	118	78
chr7:101138358-mod	6	4
chr7:101138358-unmod	28	23
chr7:101138378-mod	1	3
chr7:101138378-unmod	10	22
chr7:101138527-mod	1	3
chr7:101138527-unmod	48	38
chr7:101138539-mod	4	2
chr7:101138539-unmod	27	28
chr7:101138598-mod	6	3
chr7:101138598-unmod	24	14
chr7:101138608-mod	3	2
chr7:101138608-unmod	45	38
chr7:101138613-mod	10	3
chr7:101138613-unmod	55	45
chr7:101138634-mod	3	7
chr7:101138634-unmod	62	44
chr7:101138653-mod	7	9
chr7:101138653-unmod	63	45
chr7:101138698-mod	3	4
chr7:101138698-unmod	63	42
chr7:101138882-mod	1	2
chr7:101138882-unmod	89	59
chr7:101138969-mod	1	1
chr7:101138969-unmod	79	57
chr7:101206152-mod	4	5
chr7:101206152-unmod	7	7
chr7:101206785-mod	1	1
chr7:101206785-unmod	9	11
chr7:101206887-mod	1	1
chr7:101206887-unmod	9	13
chr7:101208918-mod	1	2
chr7:101208918-unmod	9	11
chr7:101222708-mod	1	3
chr7:101222708-unmod	25	32
chr7:101222721-mod	3	1
chr7:101222721-unmod	25	36
chr7:101223673-mod	2	7
chr7:101223673-unmod	26	31
chr7:101223697-mod	1	4
chr7:101223697-unmod	25	36
chr7:101223719-mod	1	1
chr7:101223719-unmod	25	38
chr7:101223825-mod	3	4
chr7:101223825-unmod	22	34
chr7:101223949-mod	9	14
chr7:101223949-unmod	17	27
chr7:101224013-mod	2	6
chr7:101224013-unmod	19	32
chr7:101224086-mod	5	8
chr7:101224086-unmod	22	29
chr7:101224129-mod	5	14
chr7:101224129-unmod	19	26
chr7:101239850-mod	5	2
chr7:101239850-unmod	6	12
chr7:101239898-mod	2	4
chr7:101239898-unmod	8	9
chr7:101240175-mod	2	5
chr7:101240175-unmod	9	12
chr7:101240842-mod	2	2
chr7:101240842-unmod	9	14
chr7:101244966-mod	1	1
chr7:101244966-unmod	10	17
chr7:1028276-mod	1	3
chr7:1028276-unmod	12	8
chr7:107923889-mod	3	7
chr7:107923889-unmod	7	3
chr7:107923893-mod	1	3
chr7:107923893-unmod	9	9
chr7:107924271-mod	1	1
chr7:107924271-unmod	9	11
chr7:10933466-mod	12	19
chr7:10933466-unmod	33	33
chr7:10938113-mod	3	2
chr7:10938113-unmod	57	73
chr7:10938117-mod	2	2
chr7:10938117-unmod	63	77
chr7:10938141-mod	1	2
chr7:10938141-unmod	52	72
chr7:10938868-mod	12	29
chr7:10938868-unmod	49	47
chr7:10940058-mod	1	3
chr7:10940058-unmod	61	73
chr7:10940071-mod	1	1
chr7:10940071-unmod	55	67
chr7:127589105-mod	1	1
chr7:127589105-unmod	42	36
chr7:127589514-mod	13	11
chr7:127589514-unmod	34	30
chr7:127589550-mod	4	1
chr7:127589550-unmod	43	40
chr7:127589586-mod	4	7
chr7:127589586-unmod	40	33
chr7:127590124-mod	7	6
chr7:127590124-unmod	41	37
chr7:127591017-mod	1	1
chr7:127591017-unmod	45	41
chr7:127591049-mod	11	7
chr7:127591049-unmod	38	37
chr7:127591053-mod	2	3
chr7:127591053-unmod	37	35
chr7:127591267-mod	9	9
chr7:127591267-unmod	34	33
chr7:127591367-mod	7	13
chr7:127591367-unmod	41	33
chr7:127591515-mod	2	2
chr7:127591515-unmod	43	19
chr7:128091996-mod	5	6
chr7:128091996-unmod	32	46
chr7:128092014-mod	2	4
chr7:128092014-unmod	37	49
chr7:128092224-mod	1	2
chr7:128092224-unmod	41	51
chr7:128092367-mod	6	4
chr7:128092367-unmod	34	55
chr7:128092438-mod	6	6
chr7:128092438-unmod	34	42
chr7:128862947-mod	2	2
chr7:128862947-unmod	24	20
chr7:128862955-mod	4	7
chr7:128862955-unmod	23	18
chr7:128862995-mod	4	4
chr7:128862995-unmod	23	23
chr7:128865525-mod	5	8
chr7:128865525-unmod	22	19
chr7:128865581-mod	7	11
chr7:128865581-unmod	22	20
chr7:128865748-mod	6	8
chr7:128865748-unmod	25	36
chr7:128865760-mod	4	5
chr7:128865760-unmod	21	17
chr7:134442410-mod	9	25
chr7:134442410-unmod	27	33
chr7:134442420-mod	3	10
chr7:134442420-unmod	38	47
chr7:134442477-mod	2	5
chr7:134442477-unmod	32	47
chr7:134442625-mod	8	6
chr7:134442625-unmod	11	26
chr7:134442697-mod	1	7
chr7:134442697-unmod	24	52
chr7:134445261-mod	10	25
chr7:134445261-unmod	17	41
chr7:134445286-mod	3	9
chr7:134445286-unmod	34	56
chr7:134445305-mod	20	46
chr7:134445305-unmod	14	19
chr7:134445312-mod	1	5
chr7:134445312-unmod	34	61
chr7:134447304-mod	1	6
chr7:134447304-unmod	33	59
chr7:134447326-mod	7	13
chr7:134447326-unmod	16	41
chr7:134447352-mod	5	7
chr7:134447352-unmod	34	56
chr7:134447990-mod	2	2
chr7:134447990-unmod	32	62
chr7:134448046-mod	1	4
chr7:134448046-unmod	22	56
chr7:134448423-mod	1	5
chr7:134448423-unmod	30	52
chr7:134449744-mod	5	21
chr7:134449744-unmod	18	38
chr7:134450819-mod	1	2
chr7:134450819-unmod	21	50
chr7:134450850-mod	3	2
chr7:134450850-unmod	29	53
chr7:134451734-mod	7	9
chr7:134451734-unmod	24	43
chr7:135674405-mod	2	3
chr7:135674405-unmod	8	8
chr7:140696756-mod	2	4
chr7:140696756-unmod	13	26
chr7:140702955-mod	3	8
chr7:140702955-unmod	11	25
chr7:140702993-mod	1	2
chr7:140702993-unmod	15	30
chr7:140704929-mod	1	2
chr7:140704929-unmod	15	30
chr7:140704942-mod	1	1
chr7:140704942-unmod	16	34
chr7:143382653-mod	1	1
chr7:143382653-unmod	13	45
chr7:143382658-mod	1	3
chr7:143382658-unmod	26	45
chr7:143383022-mod	2	7
chr7:143383022-unmod	33	48
chr7:143383106-mod	2	14
chr7:143383106-unmod	37	44
chr7:143383311-mod	2	3
chr7:143383311-unmod	38	62
chr7:143388248-mod	6	7
chr7:143388248-unmod	34	54
chr7:143388281-mod	3	7
chr7:143388281-unmod	36	56
chr7:143388489-mod	9	10
chr7:143388489-unmod	32	64
chr7:143389948-mod	11	22
chr7:143389948-unmod	34	63
chr7:143390578-mod	4	9
chr7:143390578-unmod	45	77
chr7:143390688-mod	7	14
chr7:143390688-unmod	47	75
chr7:143390727-mod	7	7
chr7:143390727-unmod	40	56
chr7:143390742-mod	1	3
chr7:143390742-unmod	55	87
chr7:143390824-mod	4	13
chr7:143390824-unmod	52	79
chr7:143390831-mod	6	12
chr7:143390831-unmod	50	90
chr7:143391038-mod	2	4
chr7:143391038-unmod	43	71
chr7:149003616-mod	10	26
chr7:149003616-unmod	6	12
chr7:149003810-mod	1	6
chr7:149003810-unmod	13	33
chr7:149003832-mod	3	6
chr7:149003832-unmod	11	28
chr7:149003893-mod	7	12
chr7:149003893-unmod	18	25
chr7:149004124-mod	1	2
chr7:149004124-unmod	9	31
chr7:151081098-mod	7	7
chr7:151081098-unmod	45	76
chr7:151081117-mod	1	12
chr7:151081117-unmod	58	78
chr7:151081201-mod	6	5
chr7:151081201-unmod	40	65
chr7:151081223-mod	11	17
chr7:151081223-unmod	43	63
chr7:151081337-mod	4	4
chr7:151081337-unmod	53	68
chr7:151081396-mod	19	46
chr7:151081396-unmod	18	23
chr7:151081405-mod	28	44
chr7:151081405-unmod	36	51
chr7:151081507-mod	34	50
chr7:151081507-unmod	20	23
chr7:151081619-mod	3	4
chr7:151081619-unmod	48	66
chr7:151081826-mod	1	6
chr7:151081826-unmod	56	80
chr7:151081878-mod	9	19
chr7:151081878-unmod	42	53
chr7:151081898-mod	3	5
chr7:151081898-unmod	41	59
chr7:151082273-mod	9	17
chr7:151082273-unmod	38	47
chr7:151082338-mod	1	2
chr7:151082338-unmod	46	58
chr7:151082352-mod	1	2
chr7:151082352-unmod	47	60
chr7:151082427-mod	8	15
chr7:151082427-unmod	42	44
chr7:151082450-mod	4	12
chr7:151082450-unmod	38	40
chr7:151082529-mod	3	4
chr7:151082529-unmod	37	45
chr7:151082559-mod	1	2
chr7:151082559-unmod	39	51
chr7:22813023-mod	2	3
chr7:22813023-unmod	12	18
chr7:22813087-mod	5	8
chr7:22813087-unmod	41	46
chr7:22818013-mod	2	1
chr7:22818013-unmod	50	63
chr7:2379414-mod	1	4
chr7:2379414-unmod	9	23
chr7:2380328-mod	2	11
chr7:2380328-unmod	8	19
chr7:2380368-mod	4	13
chr7:2380368-unmod	6	16
chr7:2380486-mod	1	8
chr7:2380486-unmod	9	22
chr7:2380598-mod	1	15
chr7:2380598-unmod	9	14
chr7:2380713-mod	2	11
chr7:2380713-unmod	10	18
chr7:25122955-mod	2	11
chr7:25122955-unmod	10	15
chr7:25122963-mod	2	3
chr7:25122963-unmod	19	27
chr7:25123045-mod	2	2
chr7:25123045-unmod	18	27
chr7:25123307-mod	1	1
chr7:25123307-unmod	22	25
chr7:25123360-mod	1	2
chr7:25123360-unmod	25	27
chr7:25123551-mod	6	6
chr7:25123551-unmod	18	17
chr7:25123594-mod	1	4
chr7:25123594-unmod	14	18
chr7:25123654-mod	4	5
chr7:25123654-unmod	22	18
chr7:25123737-mod	1	2
chr7:25123737-unmod	25	36
chr7:25124034-mod	1	1
chr7:25124034-unmod	11	31
chr7:260558-mod	2	9
chr7:260558-unmod	8	31
chr7:260566-mod	1	1
chr7:260566-unmod	9	42
chr7:260614-mod	5	25
chr7:260614-unmod	5	9
chr7:30598812-mod	4	3
chr7:30598812-unmod	16	20
chr7:30601076-mod	1	2
chr7:30601076-unmod	20	23
chr7:30609591-mod	1	4
chr7:30609591-unmod	21	34
chr7:30609607-mod	2	3
chr7:30609607-unmod	9	25
chr7:30609684-mod	1	1
chr7:30609684-unmod	21	39
chr7:30615945-mod	3	2
chr7:30615945-unmod	18	27
chr7:30616054-mod	14	19
chr7:30616054-unmod	14	27
chr7:30617246-mod	3	9
chr7:30617246-unmod	20	17
chr7:30622342-mod	1	5
chr7:30622342-unmod	26	47
chr7:30626249-mod	5	6
chr7:30626249-unmod	32	55
chr7:30628587-mod	4	9
chr7:30628587-unmod	35	57
chr7:30628629-mod	23	33
chr7:30628629-unmod	14	31
chr7:30628659-mod	7	10
chr7:30628659-unmod	29	58
chr7:30628666-mod	2	5
chr7:30628666-unmod	34	66
chr7:30632257-mod	5	16
chr7:30632257-unmod	31	42
chr7:30632323-mod	14	26
chr7:30632323-unmod	25	34
chr7:30632360-mod	7	10
chr7:30632360-unmod	30	63
chr7:30632366-mod	4	6
chr7:30632366-unmod	28	62
chr7:30632375-mod	5	16
chr7:30632375-unmod	35	48
chr7:30632405-mod	8	13
chr7:30632405-unmod	26	50
chr7:30632411-mod	5	13
chr7:30632411-unmod	29	60
chr7:30633762-mod	4	12
chr7:30633762-unmod	29	57
chr7:30633830-mod	13	22
chr7:30633830-unmod	23	47
chr7:30633845-mod	1	4
chr7:30633845-unmod	36	57
chr7:30633862-mod	4	17
chr7:30633862-unmod	31	49
chr7:30633940-mod	1	1
chr7:30633940-unmod	40	63
chr7:30633964-mod	13	20
chr7:30633964-unmod	25	38
chr7:43866569-mod	1	1
chr7:43866569-unmod	14	12
chr7:43866605-mod	7	13
chr7:43866605-unmod	12	18
chr7:43866696-mod	2	2
chr7:43866696-unmod	19	28
chr7:43866963-mod	3	8
chr7:43866963-unmod	19	24
chr7:43869028-mod	2	1
chr7:43869028-unmod	28	35
chr7:43869039-mod	2	5
chr7:43869039-unmod	18	27
chr7:43869072-mod	5	8
chr7:43869072-unmod	24	28
chr7:44796707-mod	1	1
chr7:44796707-unmod	250	353
chr7:44799256-mod	6	19
chr7:44799256-unmod	135	209
chr7:44799708-mod	8	11
chr7:44799708-unmod	284	410
chr7:44799771-mod	19	67
chr7:44799771-unmod	272	340
chr7:44799823-mod	8	23
chr7:44799823-unmod	266	380
chr7:44799866-mod	2	6
chr7:44799866-unmod	222	329
chr7:44801377-mod	4	1
chr7:44801377-unmod	304	421
chr7:44801402-mod	68	146
chr7:44801402-unmod	245	290
chr7:44801409-mod	17	30
chr7:44801409-unmod	235	321
chr7:44801427-mod	18	47
chr7:44801427-unmod	295	403
chr7:44801616-mod	8	18
chr7:44801616-unmod	262	370
chr7:48090205-mod	14	50
chr7:48090205-unmod	68	152
chr7:48090263-mod	3	10
chr7:48090263-unmod	89	217
chr7:48090280-mod	10	35
chr7:48090280-unmod	80	188
chr7:48090293-mod	12	28
chr7:48090293-unmod	78	186
chr7:48099698-mod	1	1
chr7:48099698-unmod	17	27
chr7:48106977-mod	5	14
chr7:48106977-unmod	81	196
chr7:48107052-mod	5	23
chr7:48107052-unmod	85	198
chr7:48107070-mod	12	31
chr7:48107070-unmod	81	204
chr7:48107405-mod	1	13
chr7:48107405-unmod	89	190
chr7:48108244-mod	17	46
chr7:48108244-unmod	69	160
chr7:48108259-mod	2	7
chr7:48108259-unmod	86	183
chr7:48108341-mod	1	1
chr7:48108341-unmod	66	188
chr7:48108392-mod	35	107
chr7:48108392-unmod	45	81
chr7:54752368-mod	8	5
chr7:54752368-unmod	28	57
chr7:54757538-mod	1	3
chr7:54757538-unmod	32	58
chr7:55207317-mod	1	1
chr7:55207317-unmod	9	9
chr7:5527180-mod	13	20
chr7:5527180-unmod	629	582
chr7:5527187-mod	113	166
chr7:5527187-unmod	563	443
chr7:5527532-mod	315	347
chr7:5527532-unmod	391	307
chr7:5527583-mod	31	43
chr7:5527583-unmod	692	623
chr7:5527601-mod	80	114
chr7:5527601-unmod	625	525
chr7:5527616-mod	34	54
chr7:5527616-unmod	570	481
chr7:5527700-mod	32	37
chr7:5527700-unmod	622	533
chr7:5527705-mod	5	4
chr7:5527705-unmod	564	490
chr7:5527710-mod	12	16
chr7:5527710-unmod	561	500
chr7:5527736-mod	86	115
chr7:5527736-unmod	577	446
chr7:5527742-mod	192	229
chr7:5527742-unmod	322	215
chr7:5528112-mod	3	4
chr7:5528112-unmod	556	486
chr7:5528124-mod	11	17
chr7:5528124-unmod	511	451
chr7:5528158-mod	3	6
chr7:5528158-unmod	554	498
chr7:5528417-mod	26	34
chr7:5528417-unmod	511	431
chr7:5528450-mod	13	17
chr7:5528450-unmod	516	441
chr7:5528522-mod	17	25
chr7:5528522-unmod	473	410
chr7:5528526-mod	66	129
chr7:5528526-unmod	457	323
chr7:5528531-mod	22	16
chr7:5528531-unmod	482	423
chr7:5528546-mod	16	28
chr7:5528546-unmod	470	402
chr7:5528621-mod	204	204
chr7:5528621-unmod	284	218
chr7:5528706-mod	8	14
chr7:5528706-unmod	452	387
chr7:5529165-mod	37	61
chr7:5529165-unmod	357	294
chr7:5529191-mod	10	24
chr7:5529191-unmod	464	383
chr7:5529207-mod	24	33
chr7:5529207-unmod	455	366
chr7:5592856-mod	5	8
chr7:5592856-unmod	51	62
chr7:5592884-mod	6	16
chr7:5592884-unmod	50	52
chr7:5593170-mod	2	9
chr7:5593170-unmod	62	71
chr7:5593285-mod	1	9
chr7:5593285-unmod	68	74
chr7:5593432-mod	3	8
chr7:5593432-unmod	66	65
chr7:5593483-mod	7	20
chr7:5593483-unmod	53	58
chr7:5603300-mod	3	11
chr7:5603300-unmod	85	76
chr7:5603515-mod	2	1
chr7:5603515-unmod	81	93
chr7:5603530-mod	4	13
chr7:5603530-unmod	74	81
chr7:5603571-mod	3	4
chr7:5603571-unmod	88	90
chr7:5603610-mod	5	11
chr7:5603610-unmod	75	83
chr7:5603865-mod	3	10
chr7:5603865-unmod	78	78
chr7:5605304-mod	5	19
chr7:5605304-unmod	100	99
chr7:5605340-mod	22	29
chr7:5605340-unmod	81	77
chr7:5605448-mod	3	7
chr7:5605448-unmod	104	108
chr7:5605590-mod	8	17
chr7:5605590-unmod	102	98
chr7:5605637-mod	56	61
chr7:5605637-unmod	47	37
chr7:5605770-mod	2	6
chr7:5605770-unmod	111	120
chr7:5605851-mod	24	30
chr7:5605851-unmod	104	109
chr7:5605994-mod	14	20
chr7:5605994-unmod	110	124
chr7:5606202-mod	19	44
chr7:5606202-unmod	98	89
chr7:5606219-mod	3	11
chr7:5606219-unmod	114	127
chr7:5606585-mod	6	12
chr7:5606585-unmod	131	158
chr7:5606614-mod	21	32
chr7:5606614-unmod	116	129
chr7:5606637-mod	25	29
chr7:5606637-unmod	70	66
chr7:56101635-mod	5	1
chr7:56101635-unmod	117	216
chr7:56101665-mod	28	58
chr7:56101665-unmod	97	137
chr7:56101807-mod	15	9
chr7:56101807-unmod	128	220
chr7:56102922-mod	1	6
chr7:56102922-unmod	127	213
chr7:56102931-mod	14	15
chr7:56102931-unmod	125	205
chr7:56102954-mod	1	3
chr7:56102954-unmod	129	207
chr7:56102998-mod	2	7
chr7:56102998-unmod	125	207
chr7:56104238-mod	3	10
chr7:56104238-unmod	101	162
chr7:6401921-mod	3	4
chr7:6401921-unmod	30	36
chr7:6401926-mod	2	1
chr7:6401926-unmod	32	39
chr7:6401981-mod	3	7
chr7:6401981-unmod	31	35
chr7:6402483-mod	2	4
chr7:6402483-unmod	26	30
chr7:6402609-mod	4	3
chr7:6402609-unmod	23	33
chr7:6402658-mod	2	2
chr7:6402658-unmod	24	29
chr7:6403393-mod	2	3
chr7:6403393-unmod	27	21
chr7:6403428-mod	11	6
chr7:6403428-unmod	20	9
chr7:6403631-mod	4	7
chr7:6403631-unmod	25	22
chr7:6403678-mod	5	3
chr7:6403678-unmod	26	12
chr7:6403774-mod	1	2
chr7:6403774-unmod	33	32
chr7:6403809-mod	1	1
chr7:6403809-unmod	33	28
chr7:6403835-mod	2	7
chr7:6403835-unmod	30	25
chr7:6403944-mod	8	8
chr7:6403944-unmod	21	19
chr7:6461199-mod	4	6
chr7:6461199-unmod	6	4
chr7:6461234-mod	2	2
chr7:6461234-unmod	8	9
chr7:6461616-mod	1	1
chr7:6461616-unmod	10	10
chr7:6461629-mod	1	1
chr7:6461629-unmod	10	10
chr7:6461990-mod	3	11
chr7:6461990-unmod	14	25
chr7:6462315-mod	3	8
chr7:6462315-unmod	9	15
chr7:6462434-mod	4	9
chr7:6462434-unmod	7	19
chr7:6462792-mod	4	12
chr7:6462792-unmod	36	59
chr7:6462907-mod	4	3
chr7:6462907-unmod	34	73
chr7:6463038-mod	3	3
chr7:6463038-unmod	51	98
chr7:6463043-mod	5	24
chr7:6463043-unmod	40	68
chr7:6463096-mod	12	21
chr7:6463096-unmod	32	60
chr7:6463130-mod	1	1
chr7:6463130-unmod	32	79
chr7:6466096-mod	2	9
chr7:6466096-unmod	46	78
chr7:6466238-mod	1	9
chr7:6466238-unmod	47	79
chr7:6484031-mod	1	2
chr7:6484031-unmod	32	60
chr7:6484038-mod	3	8
chr7:6484038-unmod	26	48
chr7:6484052-mod	7	9
chr7:6484052-unmod	35	61
chr7:74196407-mod	1	1
chr7:74196407-unmod	11	12
chr7:74196428-mod	2	2
chr7:74196428-unmod	21	10
chr7:74196464-mod	1	1
chr7:74196464-unmod	12	10
chr7:74196473-mod	1	3
chr7:74196473-unmod	12	8
chr7:74196772-mod	4	8
chr7:74196772-unmod	19	17
chr7:74196954-mod	1	3
chr7:74196954-unmod	24	24
chr7:74196974-mod	1	3
chr7:74196974-unmod	24	34
chr7:76054830-mod	1	4
chr7:76054830-unmod	51	67
chr7:76054899-mod	4	12
chr7:76054899-unmod	33	35
chr7:76054922-mod	6	10
chr7:76054922-unmod	47	60
chr7:76057419-mod	2	3
chr7:76057419-unmod	49	61
chr7:76057425-mod	20	31
chr7:76057425-unmod	37	35
chr7:76057436-mod	11	21
chr7:76057436-unmod	40	48
chr7:76057973-mod	1	3
chr7:76057973-unmod	66	86
chr7:76058021-mod	1	4
chr7:76058021-unmod	61	75
chr7:76064354-mod	2	6
chr7:76064354-unmod	50	72
chr7:76064366-mod	7	7
chr7:76064366-unmod	61	85
chr7:76066297-mod	5	6
chr7:76066297-unmod	67	92
chr7:76066481-mod	3	2
chr7:76066481-unmod	67	90
chr7:76066522-mod	1	2
chr7:76066522-unmod	68	90
chr7:76302715-mod	1	2
chr7:76302715-unmod	188	55
chr7:76302761-mod	11	6
chr7:76302761-unmod	185	56
chr7:76303048-mod	1	1
chr7:76303048-unmod	153	49
chr7:76304000-mod	16	5
chr7:76304000-unmod	152	48
chr7:76304158-mod	12	7
chr7:76304158-unmod	169	48
chr7:76326890-mod	4	4
chr7:76326890-unmod	24	20
chr7:76326962-mod	7	6
chr7:76326962-unmod	26	26
chr7:76327136-mod	1	3
chr7:76327136-unmod	24	26
chr7:76505581-mod	2	1
chr7:76505581-unmod	13	9
chr7:88209354-mod	2	2
chr7:88209354-unmod	23	28
chr7:88210024-mod	1	5
chr7:88210024-unmod	23	27
chr7:88210088-mod	1	2
chr7:88210088-unmod	14	30
chr7:88210910-mod	2	2
chr7:88210910-unmod	24	29
chr7:93886112-mod	1	6
chr7:93886112-unmod	10	128
chr7:93886276-mod	1	21
chr7:93886276-unmod	9	114
chr7:93886433-mod	2	29
chr7:93886433-unmod	25	177
chr7:93886446-mod	13	40
chr7:93886446-unmod	26	203
chr7:93886489-mod	1	7
chr7:93886489-unmod	31	241
chr7:93886505-mod	10	73
chr7:93886505-unmod	32	213
chr7:93886554-mod	7	62
chr7:93886554-unmod	49	217
chr7:93886594-mod	15	75
chr7:93886594-unmod	73	344
chr7:93886654-mod	11	59
chr7:93886654-unmod	85	392
chr7:93886745-mod	2	10
chr7:93886745-unmod	93	422
chr7:93887301-mod	7	27
chr7:93887301-unmod	92	430
chr7:93887347-mod	8	19
chr7:93887347-unmod	87	420
chr7:93887377-mod	13	76
chr7:93887377-unmod	80	347
chr7:93887396-mod	11	62
chr7:93887396-unmod	76	336
chr7:93889084-mod	10	64
chr7:93889084-unmod	73	354
chr7:93889133-mod	3	12
chr7:93889133-unmod	79	357
chr7:93890673-mod	4	6
chr7:93890673-unmod	50	275
chr7:96694815-mod	2	1
chr7:96694815-unmod	8	11
chr7:97852163-mod	1	1
chr7:97852163-unmod	27	59
chr7:97852205-mod	3	17
chr7:97852205-unmod	24	29
chr7:97852287-mod	1	1
chr7:97852287-unmod	25	49
chr7:97852307-mod	1	5
chr7:97852307-unmod	17	57
chr7:97852352-mod	1	4
chr7:97852352-unmod	22	43
chr7:97853065-mod	7	12
chr7:97853065-unmod	8	37
