inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	intron_retention	SRSF2	chr17:76735159-76735771	-	0.376	0.376	0.376	0.376	0.192	0.192	0.192	9.67	0.0287	-18.400000000000002
inclusion	N	alternative_acceptor	DKC1	chrX:154776325-154776798	+	0.949	0.949	0.949	0.949	0.995	0.995	0.995	9.65	0.0288	4.6000000000000085
inclusion	N	alternative_donor	MIR205HG	chr1:209429409-209430424	+	0.962	0.962	0.962	0.962	0.908	0.908	0.908	9.65	0.0288	-5.400000000000006
inclusion	N	alternative_acceptor	TM2D2	chr8:38995406-38996212	-	0.761	0.761	0.761	0.761	0.883	0.883	0.883	9.65	0.0288	12.200000000000003
inclusion	N	alternative_acceptor	IMPACT	chr18:24450815-24451046	+	0.831	0.831	0.831	0.831	0.984	0.984	0.984	9.65	0.0288	15.300000000000011
inclusion	K	alternative_acceptor	ATG13	chr11:46617891-46618259	+	0.717	0.717	0.717	0.717	0.438	0.438	0.438	9.64	0.0289	-27.900000000000006
inclusion	K	intron_retention	SCNN1A	chr12:6355379-6355776	-	0.449	0.449	0.449	0.449	0.277	0.277	0.277	9.64	0.0289	-17.199999999999996
inclusion	K	intron_retention	SYNCRIP	chr6:85612924-85614980	-	0.106	0.106	0.106	0.106	0.043	0.043	0.043	9.64	0.0289	-6.3
inclusion	N	cassette	TLN1	chr9:35722861-35722921	-	0.966	0.966	0.966	0.966	0.995	0.995	0.995	9.64	0.0289	2.9000000000000057
inclusion	N	alternative_acceptor	STUB1	chr16:680685-681151	+	0.957	0.957	0.957	0.957	0.89	0.89	0.89	9.63	0.0289	-6.700000000000003
inclusion	K	alternative_acceptor	TMEM39A	chr3:119462149-119463335	-	0.945	0.945	0.945	0.945	0.76	0.76	0.76	9.63	0.0289	-18.5
inclusion	N	cassette	EEFSEC	chr3:128264617-128264781	+	0.886	0.886	0.886	0.886	0.954	0.954	0.954	9.63	0.0289	6.799999999999997
inclusion	K	intron_retention	KANSL3	chr2:96631483-96636920	-	0.38	0.38	0.38	0.38	0.165	0.165	0.165	9.62	0.029	-21.5
inclusion	K	cassette	IMPDH2	chr3:49025995-49026066	-	0.027	0.027	0.027	0.027	0.007	0.007	0.007	9.6	0.0293	-2.0
inclusion	N	cassette	PAICS	chr4:56453603-56453761	+	0.994	0.994	0.994	0.994	0.967	0.967	0.967	9.6	0.0293	-2.700000000000003
inclusion	N	alternative_donor	TM9SF4	chr20:32166609-32166972	+	0.899	0.899	0.899	0.899	0.653	0.653	0.653	9.59	0.0294	-24.60000000000001
inclusion	K	alternative_acceptor	CEP170	chr1:243156456-243164283	-	0.858	0.858	0.858	0.858	0.674	0.674	0.674	9.59	0.0294	-18.39999999999999
inclusion	N	intron_retention	MAP2K2	chr19:4099379-4101018	-	0.989	0.989	0.989	0.989	0.932	0.932	0.932	9.59	0.0294	-5.700000000000003
inclusion	K	intron_retention	CHRNB1	chr17:7455457-7455793	+	0.334	0.334	0.334	0.334	0.12	0.12	0.12	9.58	0.0295	-21.4
inclusion	K	cassette	FLNA	chrX:154357251-154357274	-	0.727	0.727	0.727	0.727	0.663	0.663	0.663	9.57	0.0296	-6.400000000000006
inclusion	N	cassette	CRCP	chr7:66127704-66127740	+	0.919	0.919	0.919	0.919	0.987	0.987	0.987	9.57	0.0296	6.799999999999997
inclusion	N	alternative_last_exon	UBXN1	chr11:62676640-62677517,chr11:62677006-62677517	-	0.996	0.996	0.996	0.996	0.971	0.971	0.971	9.57	0.0297	-2.5
inclusion	K	alternative_first_exon	NFKB2	chr10:102395797-102395887	+	0.835	0.835	0.835	0.835	0.696	0.696	0.696	9.56	0.0297	-13.900000000000006
inclusion	N	cassette	NOSIP	chr19:49558897-49558973	-	0.973	0.973	0.973	0.973	0.997	0.997	0.997	9.56	0.0297	2.4000000000000057
inclusion	K	alternative_donor	ADAR	chr1:154589929-154590183	-	0.861	0.861	0.861	0.861	0.768	0.768	0.768	9.55	0.0298	-9.299999999999997
inclusion	N	alternative_acceptor	TSEN54	chr17:75521511-75521675	+	0.148	0.148	0.148	0.148	0.048	0.048	0.048	9.55	0.0298	-10.0
inclusion	K	intron_retention	TRIM11	chr1:228395253-228396946	-	0.175	0.175	0.175	0.175	0.078	0.078	0.078	9.54	0.0299	-9.7
inclusion	K	mutually_exclusive	NQO1	chr16:69711282-69713027,chr16:69713130-69718122	-	0.903	0.903	0.903	0.903	0.832	0.832	0.832	9.54	0.0299	-7.099999999999994
inclusion	K	intron_retention	NFKB2	chr10:102395797-102395887	+	0.131	0.131	0.131	0.131	0.241	0.241	0.241	9.54	0.03	10.999999999999996
inclusion	K	cassette	PMF1	chr1:156232320-156232425	+	0.907	0.907	0.907	0.907	0.964	0.964	0.964	9.54	0.03	5.699999999999989
inclusion	K	alternative_last_exon	NPC1	chr18:23522907-23533354	-	0.443	0.443	0.443	0.443	0.773	0.773	0.773	9.53	0.0301	33.0
inclusion	N	alternative_last_exon	nogene	chr19:54097613-54160107	.	0.342	0.342	0.342	0.342	0.238	0.238	0.238	9.53	0.0301	-10.400000000000006
inclusion	N	alternative_donor	CD44	chr11:35204660-35205784	+	0.717	0.717	0.717	0.717	0.909	0.909	0.909	9.53	0.0301	19.200000000000003
inclusion	N	cassette	UCHL5	chr1:193027875-193027955	-	0.211	0.211	0.211	0.211	0.093	0.093	0.093	9.53	0.0301	-11.799999999999997
inclusion	K	alternative_first_exon	LETMD1	chr12:51052208-51053777,chr12:51052247-51053777	+	0.888	0.888	0.888	0.888	0.957	0.957	0.957	9.52	0.0302	6.900000000000006
inclusion	K	intron_retention	HDLBP	chr2:241269106-241269200	-	0.421	0.421	0.421	0.421	0.665	0.665	0.665	9.51	0.0302	24.4
inclusion	N	cassette	ENTR1	chr9:136410090-136410239	-	0.191	0.191	0.191	0.191	0.335	0.335	0.335	9.51	0.0302	14.399999999999999
inclusion	K	cassette	EPB41	chr1:29096155-29096604	+	0.326	0.326	0.326	0.326	0.132	0.132	0.132	9.51	0.0303	-19.4
inclusion	N	intron_retention	CSNK1E	chr22:38291736-38293254	-	0.996	0.996	0.996	0.996	0.971	0.971	0.971	9.5	0.0304	-2.5
inclusion	K	cassette	SYT7	chr11:61547177-61547308	-	0.277	0.277	0.277	0.277	0.536	0.536	0.536	9.5	0.0304	25.9
inclusion	K	intron_retention	PCK2	chr14:24103256-24103841	+	0.905	0.905	0.905	0.905	0.826	0.826	0.826	9.5	0.0304	-7.900000000000006
inclusion	N	alternative_acceptor	MAN2C1	chr15:75356381-75356605	-	0.158	0.158	0.158	0.158	0.353	0.353	0.353	9.49	0.0305	19.499999999999996
inclusion	K	alternative_first_exon	CBFB	chr16:67036756-67066681	+	0.851	0.851	0.851	0.851	0.968	0.968	0.968	9.48	0.0306	11.700000000000003
inclusion	N	alternative_acceptor	RALGDS	chr9:133109722-133110295	-	0.313	0.313	0.313	0.313	0.561	0.561	0.561	9.48	0.0306	24.800000000000008
inclusion	N	cassette	STRADB	chr2:201478563-201478601	+	0.972	0.972	0.972	0.972	0.836	0.836	0.836	9.47	0.0307	-13.600000000000009
inclusion	N	alternative_acceptor	DHCR7	chr11:71444120-71444854	-	0.002	0.002	0.002	0.002	0.022	0.022	0.022	9.47	0.0308	1.9999999999999998
inclusion	K	alternative_last_exon	RBM26	chr13:79320711-79322348	-	0.604	0.604	0.604	0.604	0.848	0.848	0.848	9.46	0.0308	24.4
inclusion	N	cassette	MEGF8	chr19:42371350-42371482	+	0.379	0.379	0.379	0.379	0.561	0.561	0.561	9.46	0.0308	18.20000000000001
inclusion	N	alternative_acceptor	DGKZ	chr11:46377213-46377294	+	0.186	0.186	0.186	0.186	0.104	0.104	0.104	9.46	0.0308	-8.200000000000001
inclusion	K	intron_retention	WDR13	chrX:48598038-48598750	+	0.396	0.396	0.396	0.396	0.269	0.269	0.269	9.46	0.0308	-12.7
inclusion	K	alternative_acceptor	SMPD1	chr11:6390917-6391383	+	0.887	0.887	0.887	0.887	0.99	0.99	0.99	9.46	0.0308	10.299999999999997
inclusion	K	alternative_last_exon	ATXN2	chr12:111510445-111513356,chr12:111510583-111513356	-	0.98	0.98	0.98	0.98	0.906	0.906	0.906	9.45	0.0309	-7.3999999999999915
inclusion	N	alternative_last_exon	CYB561D2	chr3:50352047-50353240	+	0.389	0.389	0.389	0.389	0.6	0.6	0.6	9.44	0.031	21.1
inclusion	K	alternative_first_exon	FKBP8	chr19:18541996-18543485	-	0.934	0.934	0.934	0.934	0.881	0.881	0.881	9.43	0.0312	-5.300000000000011
inclusion	K	cassette	DST	chr6:56463046-56463156	-	0.801	0.801	0.801	0.801	0.93	0.93	0.93	9.43	0.0312	12.899999999999991
inclusion	K	intron_retention	RMND5B	chr5:178142729-178142851	+	0.088	0.088	0.088	0.088	0.028	0.028	0.028	9.43	0.0312	-5.999999999999998
inclusion	K	intron_retention	NME1-NME2	chr17:51161273-51166826	+	0.298	0.298	0.298	0.298	0.445	0.445	0.445	9.42	0.0312	14.700000000000003
inclusion	N	alternative_acceptor	TRIM7	chr5:181204453-181204588	-	0.144	0.144	0.144	0.144	0.041	0.041	0.041	9.42	0.0312	-10.299999999999997
inclusion	N	alternative_last_exon	BCAR3	chr1:93754347-93775196	-	0.622	0.622	0.622	0.622	0.729	0.729	0.729	9.42	0.0312	10.699999999999989
inclusion	N	cassette	THRAP3	chr1:36225412-36225463	+	0.073	0.073	0.073	0.073	0.013	0.013	0.013	9.42	0.0312	-6.0
inclusion	K	alternative_last_exon	BCL7C	chr16:30887991-30888859	-	0.764	0.764	0.764	0.764	0.857	0.857	0.857	9.42	0.0312	9.299999999999997
inclusion	N	cassette	TMEM126A	chr11:85650249-85650341	+	0.832	0.832	0.832	0.832	0.933	0.933	0.933	9.42	0.0313	10.100000000000009
inclusion	K	coord_cassette	SLMAP	chr3:57864807-57864857	+	0.182	0.182	0.182	0.182	0.044	0.044	0.044	9.41	0.0313	-13.8
inclusion	K	alternative_last_exon	CTDP1	chr18:79729070-79736354	+	0.777	0.777	0.777	0.777	0.949	0.949	0.949	9.41	0.0314	17.19999999999999
inclusion	K	alternative_last_exon	GTF3C5	chr9:133054810-133054943	+	0.135	0.135	0.135	0.135	0.06	0.06	0.06	9.4	0.0314	-7.5
inclusion	N	intron_retention	TCF19	chr6:31159036-31159142	+	0.905	0.905	0.905	0.905	0.742	0.742	0.742	9.4	0.0314	-16.299999999999997
inclusion	N	intron_retention	DDR1	chr6:30899434-30899519	+	0.935	0.935	0.935	0.935	0.972	0.972	0.972	9.39	0.0316	3.700000000000003
inclusion	N	cassette	ZER1	chr9:128739931-128740119	-	0.943	0.943	0.943	0.943	0.988	0.988	0.988	9.39	0.0316	4.5
inclusion	N	mutually_exclusive	WNK1	chr12:878362-879572,chr12:880032-881691	+	0.505	0.505	0.505	0.505	0.162	0.162	0.162	9.39	0.0316	-34.3
inclusion	K	alternative_acceptor	ZFP90	chr16:68558125-68558374	+	0.122	0.122	0.122	0.122	0.024	0.024	0.024	9.38	0.0317	-9.799999999999999
inclusion	K	coord_cassette	TCTN3	chr10:95687247-95687355	-	0.95	0.95	0.95	0.95	0.876	0.876	0.876	9.38	0.0317	-7.400000000000006
inclusion	N	cassette	ARAP1	chr11:72732515-72732597	-	0.556	0.556	0.556	0.556	0.84	0.84	0.84	9.38	0.0317	28.39999999999999
inclusion	K	alternative_last_exon	LAMP2	chrX:120439294-120441729	-	0.756	0.756	0.756	0.756	0.853	0.853	0.853	9.37	0.0317	9.700000000000003
inclusion	K	alternative_donor	SNX5	chr20:17957038-17968374	-	0.629	0.629	0.629	0.629	0.87	0.87	0.87	9.36	0.0319	24.1
inclusion	K	coord_cassette	SYT7	chr11:61546031-61546255	-	0.284	0.284	0.284	0.284	0.553	0.553	0.553	9.36	0.0319	26.900000000000006
inclusion	K	intron_retention	MICAL2	chr11:12259898-12275985	+	0.888	0.888	0.888	0.888	0.786	0.786	0.786	9.36	0.0319	-10.199999999999989
inclusion	K	cassette	AC073869.1	chr2:131519814-131519942	+	0.259	0.259	0.259	0.259	0.056	0.056	0.056	9.35	0.032	-20.3
inclusion	K	cassette	DNAAF2	chr14:49628012-49628155	-	0.586	0.586	0.586	0.586	0.388	0.388	0.388	9.35	0.032	-19.79999999999999
inclusion	K	alternative_acceptor	SHMT2	chr12:57232293-57232424	+	0.049	0.049	0.049	0.049	0.02	0.02	0.02	9.33	0.0322	-2.9000000000000004
inclusion	N	alternative_acceptor	DHX32	chr10:125885677-125896217	-	0.111	0.111	0.111	0.111	0.29	0.29	0.29	9.34	0.0322	17.9
inclusion	N	alternative_donor	TSEN54	chr17:75522334-75523274	+	0.602	0.602	0.602	0.602	0.782	0.782	0.782	9.33	0.0322	18.000000000000007
inclusion	N	alternative_first_exon	THAP9-AS1	chr4:82894848-82895691	-	0.963	0.963	0.963	0.963	0.775	0.775	0.775	9.34	0.0322	-18.799999999999997
inclusion	K	alternative_last_exon	MAP4	chr3:47869328-47870812	-	0.911	0.911	0.911	0.911	0.957	0.957	0.957	9.33	0.0323	4.599999999999994
inclusion	K	cassette	TCERG1	chr5:146468341-146468403	+	0.172	0.172	0.172	0.172	0.29	0.29	0.29	9.32	0.0323	11.799999999999997
inclusion	N	cassette	DARS2	chr1:173845229-173845291	+	0.936	0.936	0.936	0.936	0.987	0.987	0.987	9.32	0.0323	5.099999999999994
inclusion	K	alternative_last_exon	GLS	chr2:190931638-190932715,chr2:190931638-190932656	+	0.812	0.812	0.812	0.812	0.663	0.663	0.663	9.32	0.0324	-14.900000000000006
inclusion	K	intron_retention	HYI	chr1:43453498-43453594	-	0.123	0.123	0.123	0.123	0.034	0.034	0.034	9.31	0.0324	-8.9
inclusion	K	intron_retention	DEDD	chr1:161124211-161124339	-	0.996	0.996	0.996	0.996	0.958	0.958	0.958	9.31	0.0324	-3.799999999999997
inclusion	N	alternative_acceptor	ALS2CL	chr3:46671585-46671883	-	0.872	0.872	0.872	0.872	0.941	0.941	0.941	9.31	0.0324	6.8999999999999915
inclusion	K	alternative_last_exon	PCBD1	chr10:70884049-70885151	-	0.946	0.946	0.946	0.946	0.99	0.99	0.99	9.3	0.0325	4.400000000000006
inclusion	K	intron_retention	PLEKHG5	chr1:6467573-6467824	-	0.145	0.145	0.145	0.145	0.271	0.271	0.271	9.29	0.0328	12.600000000000003
inclusion	K	cassette	PALM2AKAP2	chr9:110156319-110156497	+	0.471	0.471	0.471	0.471	0.636	0.636	0.636	9.28	0.0328	16.500000000000007
inclusion	K	alternative_acceptor	PLIN3	chr19:4852302-4859589	-	0.996	0.996	0.996	0.996	0.955	0.955	0.955	9.27	0.0329	-4.099999999999994
inclusion	K	cassette	PHKA1	chrX:72601991-72602029	-	0.007	0.007	0.007	0.007	0.088	0.088	0.088	9.28	0.0329	8.1
inclusion	K	cassette	RNF34	chr12:121402742-121402807	+	0.067	0.067	0.067	0.067	0.184	0.184	0.184	9.27	0.0329	11.7
inclusion	N	alternative_acceptor	FERMT1	chr20:6096995-6097523	-	0.026	0.026	0.026	0.026	0.085	0.085	0.085	9.27	0.0329	5.9
inclusion	N	alternative_acceptor	GMPR2	chr14:24232848-24233218	+	0.852	0.852	0.852	0.852	0.71	0.71	0.71	9.28	0.0329	-14.200000000000003
inclusion	K	alternative_last_exon	CCDC112	chr5:115269799-115271212	-	0.719	0.719	0.719	0.719	0.937	0.937	0.937	9.26	0.0332	21.80000000000001
inclusion	K	alternative_first_exon	CGB7	chr19:49057249-49057664,chr19:49057249-49057461	-	0.818	0.818	0.818	0.818	0.966	0.966	0.966	9.25	0.0332	14.799999999999997
inclusion	K	intron_retention	ZXDC	chr3:126459738-126461534	-	0.572	0.572	0.572	0.572	0.388	0.388	0.388	9.25	0.0333	-18.39999999999999
inclusion	K	intron_retention	PPP1R12C	chr19:55096336-55098783	-	0.049	0.049	0.049	0.049	0.007	0.007	0.007	9.24	0.0334	-4.2
inclusion	K	intron_retention	SLC11A2	chr12:50980059-50981638	-	0.742	0.742	0.742	0.742	0.943	0.943	0.943	9.24	0.0335	20.099999999999994
inclusion	N	alternative_acceptor	TPCN1	chr12:113291959-113292933	+	0.951	0.951	0.951	0.951	0.995	0.995	0.995	9.22	0.0336	4.400000000000006
inclusion	K	alternative_first_exon	RAB34	chr17:28716059-28716902	-	0.878	0.878	0.878	0.878	0.952	0.952	0.952	9.19	0.0342	7.3999999999999915
inclusion	K	intron_retention	IMPACT	chr18:24450815-24451360	+	0.814	0.814	0.814	0.814	0.981	0.981	0.981	9.2	0.0342	16.700000000000003
inclusion	K	intron_retention	RING1	chr6:33210131-33211157	+	0.054	0.054	0.054	0.054	0.017	0.017	0.017	9.19	0.0342	-3.7
inclusion	N	cassette	MTCH2	chr11:47625674-47625741	-	0.899	0.899	0.899	0.899	0.949	0.949	0.949	9.19	0.0342	4.999999999999986
inclusion	K	alternative_first_exon	GLMP	chr1:156293210-156294017	-	0.044	0.044	0.044	0.044	0.008	0.008	0.008	9.19	0.0342	-3.5999999999999996
inclusion	N	cassette	TMEM126B	chr11:85631145-85631316	+	0.418	0.418	0.418	0.418	0.284	0.284	0.284	9.18	0.0343	-13.399999999999999
inclusion	N	cassette	CLTA	chr9:36198979-36199096	+	0.98	0.98	0.98	0.98	0.997	0.997	0.997	9.17	0.0344	1.7000000000000028
inclusion	K	cassette	DNM2	chr19:10808569-10808580	+	0.943	0.943	0.943	0.943	0.875	0.875	0.875	9.17	0.0345	-6.799999999999997
inclusion	K	cassette	ZFAND3	chr6:38003691-38003783	+	0.038	0.038	0.038	0.038	0.007	0.007	0.007	9.17	0.0345	-3.0999999999999996
inclusion	K	alternative_donor	TRERF1	chr6:42259724-42263259	-	0.327	0.327	0.327	0.327	0.57	0.57	0.57	9.16	0.0346	24.29999999999999
inclusion	K	intron_retention	CEP170	chr1:243186073-243186258	-	0.039	0.039	0.039	0.039	0.207	0.207	0.207	9.16	0.0346	16.8
inclusion	K	intron_retention	HNRNPDL	chr4:82424884-82425562	-	0.088	0.088	0.088	0.088	0.191	0.191	0.191	9.15	0.0346	10.300000000000002
inclusion	N	cassette	CWC27	chr5:64977135-64977238	+	0.916	0.916	0.916	0.916	0.988	0.988	0.988	9.16	0.0346	7.199999999999989
inclusion	N	alternative_last_exon	PXMP2	chr12:132690377-132695883	+	0.543	0.543	0.543	0.543	0.781	0.781	0.781	9.15	0.0347	23.800000000000004
inclusion	K	alternative_acceptor	ADAR	chr1:154596996-154597122	-	0.982	0.982	0.982	0.982	0.944	0.944	0.944	9.14	0.0348	-3.8000000000000114
inclusion	K	cassette	MBD1	chr18:50274186-50274353	-	0.612	0.612	0.612	0.612	0.723	0.723	0.723	9.14	0.0348	11.100000000000001
inclusion	K	intron_retention	TNS4	chr17:40485008-40487035	-	0.054	0.054	0.054	0.054	0.018	0.018	0.018	9.14	0.0348	-3.6000000000000005
inclusion	K	alternative_first_exon	ETV4	chr17:43545368-43545557	-	0.948	0.948	0.948	0.948	0.847	0.847	0.847	9.14	0.0349	-10.099999999999994
inclusion	K	intron_retention	LACTB	chr15:63129651-63141279	+	0.039	0.039	0.039	0.039	0.13	0.13	0.13	9.13	0.0349	9.1
inclusion	K	cassette	SH3GLB1	chr1:86715724-86715865	+	0.94	0.94	0.94	0.94	0.987	0.987	0.987	9.12	0.0351	4.700000000000003
inclusion	K	intron_retention	PGP	chr16:2212848-2213580	-	0.678	0.678	0.678	0.678	0.961	0.961	0.961	9.12	0.0351	28.299999999999983
inclusion	K	alternative_first_exon	PDLIM5	chr4:94523876-94573350	+	0.927	0.927	0.927	0.927	0.986	0.986	0.986	9.11	0.0353	5.8999999999999915
inclusion	K	intron_retention	MTSS1	chr8:124556355-124557680	-	0.71	0.71	0.71	0.71	0.559	0.559	0.559	9.11	0.0353	-15.099999999999994
inclusion	K	intron_retention	YY1AP1	chr1:155660914-155661306	-	0.004	0.004	0.004	0.004	0.048	0.048	0.048	9.11	0.0353	4.3999999999999995
inclusion	K	cassette	NQO1	chr16:69714964-69715077	-	0.846	0.846	0.846	0.846	0.906	0.906	0.906	9.1	0.0354	6.000000000000014
inclusion	K	alternative_last_exon	TDRKH	chr1:151770563-151774412	-	0.497	0.497	0.497	0.497	0.283	0.283	0.283	9.09	0.0354	-21.400000000000006
inclusion	K	alternative_first_exon	LRRFIP1	chr2:237692522-237708543	+	0.944	0.944	0.944	0.944	0.819	0.819	0.819	9.09	0.0355	-12.5
inclusion	K	alternative_acceptor	SUPT20H	chr13:37022318-37024034	-	0.393	0.393	0.393	0.393	0.56	0.56	0.56	9.08	0.0356	16.700000000000003
inclusion	N	cassette	TEX30	chr13:102770012-102770086	-	0.365	0.365	0.365	0.365	0.708	0.708	0.708	9.07	0.0358	34.3
inclusion	N	alternative_donor	POMT1	chr9:131509997-131510259	+	0.856	0.856	0.856	0.856	0.977	0.977	0.977	9.07	0.0359	12.100000000000009
inclusion	K	alternative_acceptor	WDR13	chrX:48598038-48598716	+	0.839	0.839	0.839	0.839	0.75	0.75	0.75	9.05	0.0361	-8.899999999999991
inclusion	N	intron_retention	RACK1	chr5:181238240-181239111	-	0.944	0.944	0.944	0.944	0.46	0.46	0.46	9.06	0.0361	-48.39999999999999
inclusion	K	cassette	AKAP9	chr7:92042046-92042186	+	0.508	0.508	0.508	0.508	0.21	0.21	0.21	9.05	0.0361	-29.799999999999997
inclusion	K	intron_retention	EFNA4	chr1:155067441-155069018	+	0.813	0.813	0.813	0.813	0.626	0.626	0.626	9.05	0.0361	-18.699999999999996
inclusion	N	cassette	RHOD	chr11:67066738-67066847	+	0.968	0.968	0.968	0.968	0.991	0.991	0.991	9.04	0.0362	2.299999999999997
inclusion	N	cassette	MKNK1	chr1:46560234-46560277	-	0.521	0.521	0.521	0.521	0.357	0.357	0.357	9.04	0.0363	-16.400000000000006
inclusion	K	alternative_acceptor	TOM1L1	chr17:54905568-54912665	+	0.993	0.993	0.993	0.993	0.928	0.928	0.928	9.03	0.0365	-6.499999999999986
inclusion	K	alternative_acceptor	SH3TC1	chr4:8205367-8209664	+	0.144	0.144	0.144	0.144	0.067	0.067	0.067	9.02	0.0366	-7.699999999999998
inclusion	N	alternative_donor	KRT18	chr12:52950012-52950327	+	0.022	0.022	0.022	0.022	0.005	0.005	0.005	9.02	0.0366	-1.6999999999999997
inclusion	K	intron_retention	ANKS6	chr9:98732554-98736526	-	0.818	0.818	0.818	0.818	0.967	0.967	0.967	9	0.037	14.900000000000006
inclusion	N	coord_cassette	C12orf49	chr12:116720296-116720447	-	0.93	0.93	0.93	0.93	0.989	0.989	0.989	8.99	0.037	5.900000000000006
inclusion	K	alternative_first_exon	PYGO2	chr1:154961027-154961473	-	0.121	0.121	0.121	0.121	0.231	0.231	0.231	8.99	0.0371	11.000000000000002
inclusion	K	alternative_first_exon	RGS3	chr9:113594339-113594429	+	0.198	0.198	0.198	0.198	0.371	0.371	0.371	8.99	0.0371	17.3
inclusion	N	intron_retention	ATXN2L	chr16:28836123-28836325	+	0.877	0.877	0.877	0.877	0.963	0.963	0.963	8.98	0.0372	8.599999999999994
inclusion	N	intron_retention	PDCD2	chr6:170584412-170584497	.	0.94	0.94	0.94	0.94	0.994	0.994	0.994	8.98	0.0372	5.400000000000006
inclusion	K	intron_retention	ZNF106	chr15:42439553-42442072	-	0.495	0.495	0.495	0.495	0.675	0.675	0.675	8.98	0.0372	18.0
inclusion	N	intron_retention	GAK	chr4:849463-849577	-	0.994	0.994	0.994	0.994	0.944	0.944	0.944	8.97	0.0373	-5.000000000000014
inclusion	K	alternative_acceptor	MTSS1	chr8:124556406-124557680	-	0.905	0.905	0.905	0.905	0.833	0.833	0.833	8.97	0.0374	-7.200000000000003
inclusion	K	intron_retention	NLRP1	chr17:5584104-5584292	-	0.458	0.458	0.458	0.458	0.746	0.746	0.746	8.97	0.0374	28.79999999999999
inclusion	N	alternative_acceptor	PRKCSH	chr19:11449429-11449563	+	0.102	0.102	0.102	0.102	0.186	0.186	0.186	8.97	0.0374	8.400000000000002
inclusion	N	intron_retention	CERK	chr22:46686640-46687102	-	0.909	0.909	0.909	0.909	0.985	0.985	0.985	8.97	0.0374	7.599999999999994
inclusion	N	intron_retention	TCEA2	chr20:64063385-64066405	+	0.823	0.823	0.823	0.823	0.968	0.968	0.968	8.96	0.0374	14.5
inclusion	K	cassette	MARCHF7	chr2:159764626-159764674	+	0.868	0.868	0.868	0.868	0.694	0.694	0.694	8.95	0.0377	-17.400000000000006
inclusion	K	intron_retention	WDFY2	chr13:51751416-51755357	+	0.046	0.046	0.046	0.046	0.008	0.008	0.008	8.94	0.0379	-3.8
inclusion	N	alternative_donor	CDK2AP2	chr11:67507690-67508000	-	0.893	0.893	0.893	0.893	0.947	0.947	0.947	8.93	0.038	5.3999999999999915
inclusion	N	cassette	DPH7	chr9:137576309-137576402	-	0.699	0.699	0.699	0.699	0.448	0.448	0.448	8.93	0.038	-25.099999999999987
inclusion	N	alternative_last_exon	LINC00674	chr17:68101960-68102942	+	0.606	0.606	0.606	0.606	0.808	0.808	0.808	8.93	0.038	20.20000000000001
inclusion	N	cassette	FBXO7	chr22:32479133-32479275	+	0.963	0.963	0.963	0.963	0.994	0.994	0.994	8.92	0.0382	3.1000000000000085
inclusion	K	alternative_last_exon	SMCHD1	chr18:2796522-2802527	+	0.748	0.748	0.748	0.748	0.931	0.931	0.931	8.91	0.0383	18.30000000000001
inclusion	K	cassette	HDAC3	chr5:141630044-141630125	-	0.997	0.997	0.997	0.997	0.966	0.966	0.966	8.91	0.0383	-3.1000000000000085
inclusion	K	intron_retention	SLC33A1	chr3:155826820-155828181	-	0.685	0.685	0.685	0.685	0.886	0.886	0.886	8.91	0.0383	20.099999999999994
inclusion	N	alternative_donor	MRTFB	chr16:14262148-14262377	+	0.984	0.984	0.984	0.984	0.852	0.852	0.852	8.91	0.0383	-13.200000000000003
inclusion	N	alternative_first_exon	DERL1	chr8:123025051-123030604	-	0.941	0.941	0.941	0.941	0.988	0.988	0.988	8.91	0.0383	4.700000000000003
inclusion	N	cassette	PXN	chr12:120216273-120216581	-	0.124	0.124	0.124	0.124	0.057	0.057	0.057	8.91	0.0383	-6.7
inclusion	K	alternative_last_exon	PITPNM1	chr11:67504222-67505187	-	0.942	0.942	0.942	0.942	0.994	0.994	0.994	8.9	0.0384	5.200000000000017
inclusion	N	alternative_acceptor	R3HDM2	chr12:57292650-57295398	-	0.047	0.047	0.047	0.047	0.167	0.167	0.167	8.9	0.0384	12.0
inclusion	K	cassette	PPP4R1	chr18:9583117-9583275	-	0.96	0.96	0.96	0.96	0.993	0.993	0.993	8.89	0.0385	3.299999999999997
inclusion	K	intron_retention	TTF2	chr1:117101563-117102193	+	0.746	0.746	0.746	0.746	0.954	0.954	0.954	8.89	0.0385	20.799999999999997
inclusion	N	alternative_first_exon	S100A13	chr1:153626534-153627482	-	0.78	0.78	0.78	0.78	0.875	0.875	0.875	8.89	0.0385	9.5
inclusion	N	cassette	C12orf49	chr12:116723067-116723223	-	0.792	0.792	0.792	0.792	0.917	0.917	0.917	8.88	0.0386	12.5
inclusion	K	intron_retention	NABP2	chr12:56222200-56224833	+	0.277	0.277	0.277	0.277	0.499	0.499	0.499	8.88	0.0386	22.199999999999996
inclusion	K	cassette	HDDC2	chr6:125298714-125298816	-	0.513	0.513	0.513	0.513	0.636	0.636	0.636	8.88	0.0387	12.299999999999997
inclusion	K	cassette	ECD	chr10:73163733-73163950	-	0.923	0.923	0.923	0.923	0.793	0.793	0.793	8.87	0.0387	-13.000000000000014
