inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1D2.S28_mtdmso_b1	M1D3.S36_mtdmso_b1	M2D2.S26_mtdmso_b1	lr	padj	dpsi
inclusion	K	cassette	BBX	chr3:107789787-107789876	+	0.752	0.752	0.752	0.752	0.554	0.554	0.554	9.59	0.0286	-19.799999999999997
inclusion	N	alternative_acceptor	DGKZ	chr11:46377213-46377294	+	0.186	0.186	0.186	0.186	0.101	0.101	0.101	9.59	0.0286	-8.5
inclusion	N	cassette	EMC1	chr1:19231261-19231422	-	0.99	0.99	0.99	0.99	0.944	0.944	0.944	9.59	0.0286	-4.6000000000000085
inclusion	K	alternative_last_exon	CCDC112	chr5:115269799-115271212	-	0.71	0.71	0.71	0.71	0.965	0.965	0.965	9.58	0.0287	25.5
inclusion	K	intron_retention	ELOB	chr16:2771605-2771993	-	0.906	0.906	0.906	0.906	0.992	0.992	0.992	9.58	0.0287	8.599999999999994
inclusion	K	intron_retention	VARS2	chr6:30914345-30914804	+	0.26	0.26	0.26	0.26	0.07	0.07	0.07	9.58	0.0287	-19.0
inclusion	K	alternative_last_exon	MAGOHB	chr12:10612979-10613438	-	0.151	0.151	0.151	0.151	0.021	0.021	0.021	9.58	0.0287	-13.0
inclusion	N	cassette	PHYKPL	chr5:178231405-178231523	-	0.876	0.876	0.876	0.876	0.977	0.977	0.977	9.57	0.0288	10.100000000000009
inclusion	K	alternative_first_exon	CCT2	chr12:69586010-69586269	+	0.038	0.038	0.038	0.038	0.006	0.006	0.006	9.57	0.0288	-3.1999999999999997
inclusion	N	alternative_donor	PSMD14	chr2:161318874-161367477	+	0.951	0.951	0.951	0.951	0.876	0.876	0.876	9.56	0.0289	-7.5
inclusion	K	alternative_first_exon	PPP1R7	chr2:241153605-241157806	+	0.907	0.907	0.907	0.907	0.975	0.975	0.975	9.56	0.0289	6.799999999999997
inclusion	K	alternative_last_exon	YEATS2	chr3:183790981-183793115	+	0.084	0.084	0.084	0.084	0.192	0.192	0.192	9.55	0.0291	10.799999999999999
inclusion	K	intron_retention	SPNS1	chr16:28974864-28975100	+	0.883	0.883	0.883	0.883	0.774	0.774	0.774	9.55	0.0291	-10.899999999999991
inclusion	K	alternative_acceptor	HMGA2	chr12:65838570-65914719	+	0.124	0.124	0.124	0.124	0.029	0.029	0.029	9.54	0.0291	-9.5
inclusion	K	alternative_first_exon	C11orf49	chr11:46987311-47052387	+	0.902	0.902	0.902	0.902	0.977	0.977	0.977	9.54	0.0291	7.5
inclusion	K	intron_retention	API5	chr11:43335995-43342427	+	0.029	0.029	0.029	0.029	0.143	0.143	0.143	9.54	0.0291	11.399999999999999
inclusion	N	intron_retention	MTSS1	chr8:124553665-124555741	-	0.848	0.848	0.848	0.848	0.668	0.668	0.668	9.54	0.0291	-18.0
inclusion	K	coord_cassette	SF3A3	chr1:37987573-37987678	-	0.956	0.956	0.956	0.956	0.993	0.993	0.993	9.53	0.0292	3.700000000000003
inclusion	K	intron_retention	MAN2C1	chr15:75356686-75356792	-	0.137	0.137	0.137	0.137	0.042	0.042	0.042	9.53	0.0292	-9.5
inclusion	K	alternative_first_exon	ZNF768	chr16:30526052-30526325	-	0.864	0.864	0.864	0.864	0.775	0.775	0.775	9.53	0.0292	-8.900000000000006
inclusion	K	cassette	ZFAND3	chr6:38003691-38003783	+	0.039	0.039	0.039	0.039	0.006	0.006	0.006	9.52	0.0293	-3.3
inclusion	K	alternative_first_exon	FBXL16	chr16:695077-695215	-	0.056	0.056	0.056	0.056	0.007	0.007	0.007	9.51	0.0294	-4.9
inclusion	K	intron_retention	BCS1L	chr2:218660483-218660938	+	0.41	0.41	0.41	0.41	0.845	0.845	0.845	9.51	0.0294	43.5
inclusion	N	alternative_first_exon	SLC39A6	chr18:36124701-36126218	-	0.819	0.819	0.819	0.819	0.703	0.703	0.703	9.51	0.0294	-11.599999999999994
inclusion	K	alternative_last_exon	SLC16A3	chr17:82237894-82238701	+	0.981	0.981	0.981	0.981	0.999	0.999	0.999	9.5	0.0296	1.8000000000000114
inclusion	K	intron_retention	HDDC3	chr15:90931406-90931703	-	0.103	0.103	0.103	0.103	0.046	0.046	0.046	9.5	0.0296	-5.699999999999999
inclusion	N	intron_retention	PLD3	chr19:40348769-40365856	+	0.959	0.959	0.959	0.959	0.852	0.852	0.852	9.5	0.0296	-10.699999999999989
inclusion	N	cassette	MICAL3	chr22:17822947-17823060	-	0.768	0.768	0.768	0.768	0.964	0.964	0.964	9.49	0.0296	19.599999999999994
inclusion	N	cassette	RAP1A	chr1:111627470-111627563	+	0.262	0.262	0.262	0.262	0.029	0.029	0.029	9.48	0.0298	-23.300000000000004
inclusion	K	alternative_acceptor	METTL15	chr11:28290398-28296752	+	0.762	0.762	0.762	0.762	0.322	0.322	0.322	9.46	0.0301	-44.0
inclusion	K	intron_retention	SEC14L1	chr17:77214020-77216548	+	0.969	0.969	0.969	0.969	0.884	0.884	0.884	9.45	0.0302	-8.499999999999986
inclusion	N	cassette	EEFSEC	chr3:128264617-128264781	+	0.886	0.886	0.886	0.886	0.954	0.954	0.954	9.45	0.0302	6.799999999999997
inclusion	N	alternative_acceptor	CAMSAP3	chr19:7611587-7611686	+	0.923	0.923	0.923	0.923	0.691	0.691	0.691	9.45	0.0302	-23.200000000000017
inclusion	N	cassette	VPS16	chr20:2862579-2862710	+	0.839	0.839	0.839	0.839	0.929	0.929	0.929	9.44	0.0303	9.000000000000014
inclusion	K	alternative_acceptor	TKFC	chr11:61333330-61333548	+	0.248	0.248	0.248	0.248	0.115	0.115	0.115	9.44	0.0304	-13.3
inclusion	K	cassette	UCHL3	chr13:75589938-75590129	+	0.044	0.044	0.044	0.044	0.008	0.008	0.008	9.43	0.0304	-3.5999999999999996
inclusion	N	intron_retention	RPL18A	chr19:17860220-17861291	.	0.332	0.332	0.332	0.332	0.097	0.097	0.097	9.43	0.0304	-23.5
inclusion	K	alternative_first_exon	LETMD1	chr12:51052208-51053777,chr12:51052247-51053777	+	0.887	0.887	0.887	0.887	0.96	0.96	0.96	9.43	0.0305	7.299999999999997
inclusion	N	alternative_acceptor	CCDC61	chr19:46003502-46006558	+	0.797	0.797	0.797	0.797	0.982	0.982	0.982	9.43	0.0305	18.5
inclusion	K	intron_retention	ZXDC	chr3:126441947-126459652	-	0.477	0.477	0.477	0.477	0.226	0.226	0.226	9.41	0.0306	-25.099999999999994
inclusion	K	cassette	ARHGAP12	chr10:31839637-31839711	-	0.476	0.476	0.476	0.476	0.174	0.174	0.174	9.4	0.0308	-30.199999999999996
inclusion	K	intron_retention	EIF4A2	chr3:186788417-186789124	+	0.473	0.473	0.473	0.473	0.251	0.251	0.251	9.4	0.0308	-22.199999999999996
inclusion	K	intron_retention	HNRNPF	chr10:43396591-43409089	-	0.269	0.269	0.269	0.269	0.58	0.58	0.58	9.4	0.0308	31.09999999999999
inclusion	K	cassette	TPP2	chr13:102651359-102651397	+	0.107	0.107	0.107	0.107	0.295	0.295	0.295	9.4	0.0308	18.8
inclusion	N	cassette	ALKBH3	chr11:43892041-43892129	+	0.714	0.714	0.714	0.714	0.85	0.85	0.85	9.39	0.0309	13.600000000000009
inclusion	N	cassette	FOXK2	chr17:82568054-82568201	+	0.954	0.954	0.954	0.954	0.992	0.992	0.992	9.39	0.0309	3.8000000000000114
inclusion	K	intron_retention	RPP30	chr10:90900669-90902242	+	0.429	0.429	0.429	0.429	0.231	0.231	0.231	9.38	0.031	-19.799999999999997
inclusion	N	alternative_first_exon	BX890604.2	chrX:3822581-3825087	-	0.238	0.238	0.238	0.238	0.618	0.618	0.618	9.38	0.031	38.0
inclusion	N	alternative_acceptor	GMPR2	chr14:24232848-24233218	+	0.854	0.854	0.854	0.854	0.74	0.74	0.74	9.37	0.0311	-11.399999999999991
inclusion	N	alternative_donor	CHST3	chr10:71965476-72005735	+	0.26	0.26	0.26	0.26	0.084	0.084	0.084	9.35	0.0315	-17.6
inclusion	K	intron_retention	MAP3K9	chr14:70738399-70740041	-	0.203	0.203	0.203	0.203	0.024	0.024	0.024	9.34	0.0316	-17.900000000000002
inclusion	K	alternative_first_exon	ASXL1	chr20:32430054-32431320	+	0.684	0.684	0.684	0.684	0.824	0.824	0.824	9.34	0.0316	13.999999999999986
inclusion	K	cassette	ZCCHC17	chr1:31318167-31318236	+	0.058	0.058	0.058	0.058	0.012	0.012	0.012	9.34	0.0316	-4.6000000000000005
inclusion	K	alternative_acceptor	XRRA1	chr11:74843960-74844167	-	0.657	0.657	0.657	0.657	0.93	0.93	0.93	9.33	0.0317	27.299999999999997
inclusion	K	intron_retention	CIB2	chr15:78105333-78105738	-	0.027	0.027	0.027	0.027	0.109	0.109	0.109	9.33	0.0317	8.2
inclusion	N	alternative_donor	SSH3	chr11:67306963-67307370	+	0.232	0.232	0.232	0.232	0.368	0.368	0.368	9.33	0.0317	13.599999999999994
inclusion	K	alternative_last_exon	LEPR	chr1:65425379-65565545	+	0.177	0.177	0.177	0.177	0.029	0.029	0.029	9.32	0.0319	-14.799999999999999
inclusion	N	cassette	WDR82	chr3:52270712-52270809	-	0.943	0.943	0.943	0.943	0.989	0.989	0.989	9.31	0.0319	4.6000000000000085
inclusion	K	alternative_acceptor	TCAIM	chr3:44361519-44367455	+	0.273	0.273	0.273	0.273	0.03	0.03	0.03	9.3	0.032	-24.3
inclusion	N	cassette	C12orf49	chr12:116723067-116723223	-	0.786	0.786	0.786	0.786	0.943	0.943	0.943	9.31	0.032	15.699999999999989
inclusion	K	alternative_first_exon	FN1	chr2:215391815-215392930	-	0.302	0.302	0.302	0.302	0.233	0.233	0.233	9.3	0.032	-6.899999999999999
inclusion	K	alternative_acceptor	ROBO1	chr3:78636109-78639743	-	0.772	0.772	0.772	0.772	0.593	0.593	0.593	9.3	0.0321	-17.900000000000006
inclusion	K	intron_retention	ZXDC	chr3:126459738-126461534	-	0.572	0.572	0.572	0.572	0.319	0.319	0.319	9.3	0.0321	-25.299999999999994
inclusion	K	alternative_first_exon	OPA1	chr3:193626203-193631611	+	0.424	0.424	0.424	0.424	0.683	0.683	0.683	9.29	0.0321	25.900000000000013
inclusion	K	intron_retention	UPP1	chr7:48107508-48108217	+	0.01	0.01	0.01	0.01	0.046	0.046	0.046	9.29	0.0322	3.5999999999999996
inclusion	K	alternative_last_exon	SETD3	chr14:99410216-99412950	-	0.055	0.055	0.055	0.055	0.154	0.154	0.154	9.28	0.0323	9.9
inclusion	N	alternative_acceptor	MAGED2	chrX:54814776-54815247	+	0.92	0.92	0.92	0.92	0.988	0.988	0.988	9.28	0.0323	6.799999999999997
inclusion	N	alternative_last_exon	NPC2	chr14:74480289-74480701	-	0.971	0.971	0.971	0.971	0.994	0.994	0.994	9.28	0.0323	2.3000000000000114
inclusion	K	alternative_last_exon	ZRANB2	chr1:71065753-71066775	-	0.613	0.613	0.613	0.613	0.818	0.818	0.818	9.28	0.0323	20.5
inclusion	K	alternative_donor	TMEM94	chr17:75491901-75492473	+	0.65	0.65	0.65	0.65	0.478	0.478	0.478	9.27	0.0323	-17.200000000000003
inclusion	K	cassette	APTX	chr9:32980066-32980460	-	0.068	0.068	0.068	0.068	0.016	0.016	0.016	9.27	0.0323	-5.200000000000001
inclusion	K	intron_retention	MAGED2	chrX:54815691-54815880	+	0.149	0.149	0.149	0.149	0.23	0.23	0.23	9.28	0.0323	8.100000000000001
inclusion	K	intron_retention	PPIF	chr10:79352393-79353706	+	0.033	0.033	0.033	0.033	0.003	0.003	0.003	9.27	0.0323	-3.0000000000000004
inclusion	K	cassette	KDM6A	chrX:45062647-45062748	+	0.539	0.539	0.539	0.539	0.268	0.268	0.268	9.27	0.0324	-27.100000000000005
inclusion	K	intron_retention	SCNN1A	chr12:6355379-6355776	-	0.449	0.449	0.449	0.449	0.285	0.285	0.285	9.26	0.0324	-16.400000000000002
inclusion	K	intron_retention	SMIM29	chr6:34247865-34248978	-	0.203	0.203	0.203	0.203	0.093	0.093	0.093	9.26	0.0325	-11.0
inclusion	N	cassette	RALGAPB	chr20:38570769-38570847	+	0.871	0.871	0.871	0.871	0.978	0.978	0.978	9.25	0.0325	10.700000000000003
inclusion	K	intron_retention	GSTP1	chr11:67585242-67586388	+	0.319	0.319	0.319	0.319	0.034	0.034	0.034	9.25	0.0325	-28.5
inclusion	K	intron_retention	SDCBP2	chr20:1312763-1313339	-	0.023	0.023	0.023	0.023	0.002	0.002	0.002	9.25	0.0325	-2.0999999999999996
inclusion	K	intron_retention	TMEM41B	chr11:9281042-9283370	-	0.586	0.586	0.586	0.586	0.884	0.884	0.884	9.24	0.0327	29.80000000000001
inclusion	N	alternative_acceptor	DMKN	chr19:35510641-35511410	-	0.582	0.582	0.582	0.582	0.768	0.768	0.768	9.24	0.0327	18.6
inclusion	K	alternative_first_exon	PHLDB2	chr3:111845936-111884063	+	0.542	0.542	0.542	0.542	0.743	0.743	0.743	9.23	0.0328	20.099999999999994
inclusion	N	alternative_first_exon	PDGFC	chr4:156772894-156810836	-	0.938	0.938	0.938	0.938	0.994	0.994	0.994	9.23	0.0328	5.6000000000000085
inclusion	N	intron_retention	PTHLH	chr12:27972614-27972709	-	0.872	0.872	0.872	0.872	0.685	0.685	0.685	9.23	0.0328	-18.700000000000003
inclusion	K	alternative_donor	DMKN	chr19:35497682-35498597	-	0.354	0.354	0.354	0.354	0.153	0.153	0.153	9.22	0.0328	-20.1
inclusion	K	intron_retention	MAP4	chr3:47852939-47853162	-	0.528	0.528	0.528	0.528	0.638	0.638	0.638	9.22	0.0328	11.0
inclusion	K	mutually_exclusive	P4HA1	chr10:73030371-73043886,chr10:73043958-73046924	-	0.848	0.848	0.848	0.848	0.741	0.741	0.741	9.22	0.0328	-10.700000000000003
inclusion	N	alternative_acceptor	IGF2R	chr6:160046646-160046891	+	0.031	0.031	0.031	0.031	0.006	0.006	0.006	9.22	0.0328	-2.5
inclusion	N	intron_retention	ANXA8L1	chr10:46391008-46391129	+	0.793	0.793	0.793	0.793	0.888	0.888	0.888	9.22	0.0328	9.5
inclusion	N	intron_retention	nogene	chr16:56609058-56683957	+	0.109	0.109	0.109	0.109	0.04	0.04	0.04	9.22	0.0328	-6.9
inclusion	N	alternative_acceptor	POGLUT1	chr3:119491575-119491762	+	0.2	0.2	0.2	0.2	0.429	0.429	0.429	9.21	0.033	22.9
inclusion	N	alternative_last_exon	SPTAN1	chr9:128627499-128627924	+	0.685	0.685	0.685	0.685	0.815	0.815	0.815	9.21	0.033	13.0
inclusion	N	cassette	NBR2	chr17:43131208-43131270	+	0.572	0.572	0.572	0.572	0.94	0.94	0.94	9.2	0.0331	36.800000000000004
inclusion	K	cassette	NTAN1	chr16:15047997-15048099	-	0.808	0.808	0.808	0.808	0.922	0.922	0.922	9.2	0.0331	11.399999999999991
inclusion	K	alternative_first_exon	COPS7A	chr12:6724331-6724613,chr12:6724379-6724613,chr12:6724369-6724613	+	0.084	0.084	0.084	0.084	0.008	0.008	0.008	9.19	0.0332	-7.6000000000000005
inclusion	N	alternative_last_exon	POLG	chr15:89317472-89318540,chr15:89317477-89318540,chr15:89317537-89318540	-	0.938	0.938	0.938	0.938	0.989	0.989	0.989	9.19	0.0332	5.1000000000000085
inclusion	K	intron_retention	NLRP1	chr17:5584104-5584292	-	0.459	0.459	0.459	0.459	0.788	0.788	0.788	9.19	0.0333	32.9
inclusion	K	coord_cassette	DGUOK	chr2:73950585-73950732	+	0.269	0.269	0.269	0.269	0.395	0.395	0.395	9.18	0.0334	12.599999999999998
inclusion	N	alternative_donor	TM9SF4	chr20:32143106-32145090	+	0.962	0.962	0.962	0.962	0.991	0.991	0.991	9.18	0.0334	2.8999999999999915
inclusion	N	cassette	SCMH1	chr1:41033983-41034048	-	0.611	0.611	0.611	0.611	0.777	0.777	0.777	9.18	0.0334	16.6
inclusion	N	cassette	HNRNPA1	chr12:54283079-54283234	+	0.078	0.078	0.078	0.078	0.05	0.05	0.05	9.16	0.0336	-2.8
inclusion	K	alternative_acceptor	KCTD15	chr19:33811553-33811790	+	0.113	0.113	0.113	0.113	0.277	0.277	0.277	9.16	0.0336	16.400000000000002
inclusion	N	alternative_acceptor	RPL17-C18orf32	chr18:49491585-49492457	-	0.73	0.73	0.73	0.73	0.629	0.629	0.629	9.15	0.0337	-10.100000000000001
inclusion	N	cassette	TBC1D14	chr4:7006632-7006726	+	0.897	0.897	0.897	0.897	0.958	0.958	0.958	9.15	0.0338	6.099999999999994
inclusion	N	cassette	SSBP3	chr1:54258069-54258149	-	0.089	0.089	0.089	0.089	0.167	0.167	0.167	9.14	0.0339	7.799999999999999
inclusion	K	cassette	MARVELD2	chr5:69424601-69424636	+	0.823	0.823	0.823	0.823	0.934	0.934	0.934	9.14	0.0339	11.100000000000009
inclusion	K	cassette	PROSER2	chr10:11862912-11863042	+	0.151	0.151	0.151	0.151	0.08	0.08	0.08	9.14	0.0339	-7.1
inclusion	K	intron_retention	PINK1	chr1:20648633-20648994	+	0.083	0.083	0.083	0.083	0.036	0.036	0.036	9.14	0.0339	-4.700000000000001
inclusion	N	alternative_donor	nogene	chr9:135925188-135933056	-	0.674	0.674	0.674	0.674	0.904	0.904	0.904	9.14	0.0339	23.0
inclusion	K	alternative_first_exon	LAMB3	chr1:209650982-209651087	-	0.021	0.021	0.021	0.021	0.035	0.035	0.035	9.11	0.0343	1.4000000000000004
inclusion	N	alternative_acceptor	ZBTB44	chr11:130238554-130239811	-	0.247	0.247	0.247	0.247	0.49	0.49	0.49	9.11	0.0343	24.3
inclusion	N	cassette	NDUFV3	chr21:42896927-42897047	+	0.951	0.951	0.951	0.951	0.993	0.993	0.993	9.11	0.0343	4.200000000000003
inclusion	N	alternative_donor	ZNF783	chr7:149285956-149287564	+	0.443	0.443	0.443	0.443	0.78	0.78	0.78	9.1	0.0345	33.7
inclusion	K	intron_retention	VDR	chr12:47882775-47904954	-	0.083	0.083	0.083	0.083	0.008	0.008	0.008	9.09	0.0346	-7.500000000000001
inclusion	K	alternative_first_exon	BRI3	chr7:98281938-98282350	+	0.976	0.976	0.976	0.976	0.998	0.998	0.998	9.09	0.0346	2.200000000000003
inclusion	K	intron_retention	ZC3H11A	chr1:203795795-203801574	+	0.357	0.357	0.357	0.357	0.661	0.661	0.661	9.09	0.0346	30.400000000000013
inclusion	N	alternative_acceptor	MLST8	chr16:2207346-2208209	+	0.937	0.937	0.937	0.937	0.835	0.835	0.835	9.09	0.0346	-10.200000000000003
inclusion	K	alternative_first_exon	CALM1	chr14:90397155-90400064,chr14:90397234-90400064	+	0.928	0.928	0.928	0.928	0.976	0.976	0.976	9.08	0.0347	4.799999999999983
inclusion	K	alternative_last_exon	RNASE4	chr14:20684759-20699354	+	0.327	0.327	0.327	0.327	0.217	0.217	0.217	9.08	0.0347	-11.000000000000004
inclusion	K	alternative_last_exon	TXNRD1	chr12:104287110-104288930	+	0.551	0.551	0.551	0.551	0.786	0.786	0.786	9.08	0.0347	23.500000000000007
inclusion	K	cassette	MGRN1	chr16:4677463-4677572	+	0.895	0.895	0.895	0.895	0.991	0.991	0.991	9.08	0.0347	9.599999999999994
inclusion	K	intron_retention	CLDND1	chr3:98515833-98516799	-	0.93	0.93	0.93	0.93	0.993	0.993	0.993	9.08	0.0347	6.299999999999997
inclusion	K	intron_retention	LPCAT3	chr12:6978690-6979470	-	0.185	0.185	0.185	0.185	0.09	0.09	0.09	9.08	0.0347	-9.5
inclusion	N	alternative_acceptor	nogene	chr1:16981246-16981513	-	0.206	0.206	0.206	0.206	0.075	0.075	0.075	9.08	0.0347	-13.099999999999998
inclusion	N	intron_retention	MZT2A	chr2:131492025-131492719	-	0.868	0.868	0.868	0.868	0.679	0.679	0.679	9.07	0.0347	-18.89999999999999
inclusion	K	alternative_donor	ENGASE	chr17:79082878-79083019	+	0.538	0.538	0.538	0.538	0.269	0.269	0.269	9.07	0.0347	-26.900000000000002
inclusion	N	intron_retention	ITPRID2	chr2:181915415-181915921	+	0.866	0.866	0.866	0.866	0.976	0.976	0.976	9.07	0.0347	11.0
inclusion	N	alternative_donor	KF456478.1	chr19:3121285-3121387	-	0.425	0.425	0.425	0.425	0.66	0.66	0.66	9.06	0.0348	23.5
inclusion	N	cassette	CSNK2A2	chr16:58184260-58184310	-	0.957	0.957	0.957	0.957	0.99	0.99	0.99	9.06	0.0348	3.299999999999997
inclusion	N	cassette	TBCD	chr17:82756165-82756215	+	0.98	0.98	0.98	0.98	0.892	0.892	0.892	9.06	0.0348	-8.799999999999997
inclusion	K	intron_retention	MAN2B1	chr19:12655880-12656570	-	0.023	0.023	0.023	0.023	0.068	0.068	0.068	9.06	0.0348	4.500000000000001
inclusion	N	cassette	BORCS8-MEF2B	chr19:19180686-19180761	-	0.77	0.77	0.77	0.77	0.925	0.925	0.925	9.05	0.0348	15.5
inclusion	N	intron_retention	TNS4	chr17:40487458-40488545	-	0.288	0.288	0.288	0.288	0.122	0.122	0.122	9.06	0.0348	-16.599999999999998
inclusion	K	intron_retention	TPTEP1	chr22:16614179-16614698	+	0.638	0.638	0.638	0.638	0.776	0.776	0.776	9.05	0.0349	13.800000000000004
inclusion	K	intron_retention	BBS2	chr16:56470615-56484760	-	0.979	0.979	0.979	0.979	0.911	0.911	0.911	9.04	0.035	-6.799999999999983
inclusion	K	coord_cassette	DROSHA	chr5:31515454-31515564	-	0.794	0.794	0.794	0.794	0.979	0.979	0.979	9.04	0.035	18.499999999999986
inclusion	K	intron_retention	A1BG-AS1	chr19:58353858-58354368	+	0.691	0.691	0.691	0.691	0.489	0.489	0.489	9.04	0.035	-20.199999999999996
inclusion	N	alternative_acceptor	ATG9A	chr2:219224855-219225070	-	0.964	0.964	0.964	0.964	0.997	0.997	0.997	9.04	0.0351	3.3000000000000114
inclusion	N	intron_retention	nogene	chrX:154359625-154361377	+	0.955	0.955	0.955	0.955	0.814	0.814	0.814	9.03	0.0351	-14.100000000000009
inclusion	N	alternative_acceptor	IWS1	chr2:127503577-127504683	-	0.855	0.855	0.855	0.855	0.981	0.981	0.981	9.03	0.0351	12.599999999999994
inclusion	K	alternative_acceptor	METTL26	chr16:635064-635280	-	0.194	0.194	0.194	0.194	0.115	0.115	0.115	9.03	0.0352	-7.900000000000002
inclusion	N	alternative_donor	KRT18	chr12:52950012-52950327	+	0.023	0.023	0.023	0.023	0.005	0.005	0.005	9.02	0.0352	-1.7999999999999998
inclusion	N	alternative_last_exon	AC138696.1	chr8:143251341-143274719,chr8:143251341-143274703	+	0.252	0.252	0.252	0.252	0.025	0.025	0.025	9.02	0.0352	-22.7
inclusion	N	intron_retention	GSDMD	chr8:143557405-143557425	+	0.924	0.924	0.924	0.924	0.69	0.69	0.69	9.02	0.0352	-23.400000000000006
inclusion	N	alternative_donor	TXNDC5	chr6:7882660-7884358	-	0.104	0.104	0.104	0.104	0.011	0.011	0.011	9.02	0.0352	-9.3
inclusion	K	alternative_first_exon	DUSP10	chr1:221706467-221738933	-	0.937	0.937	0.937	0.937	0.992	0.992	0.992	9.01	0.0353	5.5
inclusion	N	alternative_donor	HIRA	chr22:19407275-19408273	-	0.33	0.33	0.33	0.33	0.178	0.178	0.178	9.01	0.0353	-15.2
inclusion	K	cassette	IKBKB	chr8:42288634-42288728	+	0.755	0.755	0.755	0.755	0.949	0.949	0.949	9.01	0.0353	19.39999999999999
inclusion	N	cassette	CDK5RAP1	chr20:33394032-33394066	-	0.88	0.88	0.88	0.88	0.978	0.978	0.978	9	0.0355	9.799999999999997
inclusion	K	alternative_donor	STAMBP	chr2:73845037-73845166	+	0.042	0.042	0.042	0.042	0.007	0.007	0.007	9	0.0355	-3.5
inclusion	K	alternative_last_exon	PRKX	chrX:3611335-3612176	-	0.637	0.637	0.637	0.637	0.475	0.475	0.475	8.99	0.0356	-16.200000000000003
inclusion	K	cassette	FUBP1	chr1:77969022-77969084	-	0.126	0.126	0.126	0.126	0.048	0.048	0.048	8.99	0.0357	-7.8
inclusion	K	alternative_last_exon	PLA2G6	chr22:38128431-38129453	-	0.21	0.21	0.21	0.21	0.482	0.482	0.482	8.98	0.0358	27.199999999999996
inclusion	K	alternative_last_exon	MYO5A	chr15:52337885-52340195	-	0.162	0.162	0.162	0.162	0.027	0.027	0.027	8.98	0.0359	-13.5
inclusion	K	alternative_last_exon	ARID1B	chr6:157174118-157174846	+	0.831	0.831	0.831	0.831	0.956	0.956	0.956	8.97	0.0359	12.5
inclusion	K	cassette	GDAP2	chr1:117877776-117877841	-	0.167	0.167	0.167	0.167	0.017	0.017	0.017	8.97	0.036	-15.0
inclusion	K	alternative_last_exon	NPM1	chr5:171405404-171406396	+	0.102	0.102	0.102	0.102	0.158	0.158	0.158	8.96	0.0361	5.600000000000001
inclusion	N	alternative_first_exon	TM9SF1	chr14:24190654-24192170	-	0.935	0.935	0.935	0.935	0.983	0.983	0.983	8.96	0.0361	4.799999999999997
inclusion	K	cassette	DDX42	chr17:63775108-63775178	+	0.046	0.046	0.046	0.046	0.137	0.137	0.137	8.95	0.0361	9.100000000000001
inclusion	K	cassette	MACF1	chr1:39378461-39378523	+	0.87	0.87	0.87	0.87	0.974	0.974	0.974	8.95	0.0361	10.399999999999991
inclusion	K	intron_retention	MST1R	chr3:49897417-49897519	-	0.082	0.082	0.082	0.082	0.008	0.008	0.008	8.95	0.0361	-7.400000000000001
inclusion	N	alternative_acceptor	RPL17	chr18:49491834-49492457	-	0.269	0.269	0.269	0.269	0.369	0.369	0.369	8.95	0.0361	9.999999999999996
inclusion	N	alternative_donor	CELF1	chr11:47468892-47471422	-	0.745	0.745	0.745	0.745	0.601	0.601	0.601	8.95	0.0361	-14.400000000000006
inclusion	N	cassette	C1orf43	chr1:154219836-154219937	-	0.816	0.816	0.816	0.816	0.892	0.892	0.892	8.95	0.0361	7.6000000000000085
inclusion	K	intron_retention	TNPO2	chr19:12705769-12706195	-	0.026	0.026	0.026	0.026	0.004	0.004	0.004	8.94	0.0363	-2.2
inclusion	N	alternative_donor	SLC22A5	chr5:132384302-132385327	+	0.818	0.818	0.818	0.818	0.961	0.961	0.961	8.94	0.0363	14.299999999999997
inclusion	N	cassette	CHURC1-FNTB	chr14:64926010-64926080	+	0.795	0.795	0.795	0.795	0.902	0.902	0.902	8.93	0.0363	10.700000000000003
inclusion	N	cassette	UBE2F	chr2:237994744-237994809	+	0.967	0.967	0.967	0.967	0.997	0.997	0.997	8.94	0.0363	3.0
inclusion	N	cassette	UQCRH	chr1:46309897-46310044	+	0.185	0.185	0.185	0.185	0.12	0.12	0.12	8.94	0.0363	-6.5
inclusion	N	intron_retention	AL354953.1	chr1:183258136-183258798	+	0.967	0.967	0.967	0.967	0.886	0.886	0.886	8.94	0.0363	-8.100000000000009
inclusion	N	alternative_last_exon	MACF1	chr1:39327354-39331202	+	0.138	0.138	0.138	0.138	0.022	0.022	0.022	8.93	0.0363	-11.600000000000001
inclusion	N	alternative_last_exon	SF3A3	chr1:37960176-37968043	-	0.971	0.971	0.971	0.971	0.997	0.997	0.997	8.93	0.0363	2.6000000000000085
inclusion	K	intron_retention	TUBGCP2	chr10:133293770-133297951	-	0.082	0.082	0.082	0.082	0.019	0.019	0.019	8.92	0.0365	-6.300000000000001
inclusion	K	alternative_donor	FAHD2A	chr2:95402993-95405552	+	0.297	0.297	0.297	0.297	0.166	0.166	0.166	8.91	0.0366	-13.099999999999998
inclusion	K	alternative_first_exon	MAT2B	chr5:163505750-163512001	+	0.898	0.898	0.898	0.898	0.815	0.815	0.815	8.9	0.0366	-8.299999999999997
